Org ID|Org Name|Station ID|WBID|Act Date|Act Time|Act Type|Act Category|Act Depth|Depth Units|Relative Depth|Characteristic|Result Value|Result Units|VQ|Analysis Date|Analysis Time|Procedure Name|Comment|Sample Fraction|MDL|MDL Units|PQL|Medium|Matrix
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||Chemical Oxygen Demand (COD)|11|mg/l|I|03/10/2014|10:59:00 AM|410.4||Total|4|mg/l|16|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||Dichlorobromomethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.3|ug/l|1.2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Field Msr/Obs|Routine Msr/Obs|3.756|m||pH|7.77|None|D|03/05/2014|12:40:00 PM|4500-H||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||1,1-Dichloroethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||Chlorobenzene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||Phenols (mixture)|*Non-detect||U|03/13/2014|01:01:00 PM|420.2||Total|4|ug/l|16|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||o-Xylene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|MW04|3302|03/05/2014|12:40:00 PM|Sample|Routine Sample|0.5|m||2-Ethyltoluene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A|Non-accredited compounds.|Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Temperature, water|24.89|deg C|D|03/05/2014|12:33:00 PM|2550||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Dissolved oxygen saturation|102.3|%|D|03/05/2014|12:33:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||pH|8.23|None|D|03/05/2014|12:33:00 PM|4500-H||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Temperature, water|24.89|deg C|D|03/05/2014|12:33:00 PM|2550||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Salinity|30.16|ppth|D|03/05/2014|12:33:00 PM|2520-B||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||pH|8.2|None|D|03/05/2014|12:33:00 PM|4500-H||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Specific conductance|46461|umho/cm|D|03/05/2014|12:33:00 PM|2510||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Dissolved oxygen (DO)|7.13|mg/l|D|03/05/2014|12:33:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Salinity|30.24|ppth|D|03/05/2014|12:33:00 PM|2520-B||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Specific conductance|46573|umho/cm|D|03/05/2014|12:33:00 PM|2510||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Dissolved oxygen saturation|101.4|%|D|03/05/2014|12:33:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|BB39A|6001|03/05/2014|12:33:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Dissolved oxygen (DO)|7.07|mg/l|D|03/05/2014|12:33:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Dissolved oxygen (DO)|3.95|mg/l|D|03/05/2014|12:12:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Salinity|19.69|ppth|D|03/05/2014|12:12:00 PM|2520-B||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Specific conductance|31645|umho/cm|D|03/05/2014|12:12:00 PM|2510||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Light attenuation coefficent|-0.7323|None|D|03/05/2014|12:30:00 PM|FP||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Dissolved oxygen saturation|53.7|%|D|03/05/2014|12:12:00 PM|4500-O-G||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||pH|8.17|None|D|03/05/2014|12:12:00 PM|4500-H||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Depth|3.935|m|D|03/05/2014|12:12:00 PM|FP||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:30:00 PM|Field Msr/Obs|Routine Msr/Obs|3.9|m||Temperature, water|25.19|deg C|D|03/05/2014|12:12:00 PM|2550||Total||||Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Cadmium|0.003|mg/l|UJ|04/13/2014|01:39:00 AM|200.10_M|The CVV for this compound is out of method control limits SH|Total|0.003|mg/l|0.0101|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Phosphorus, orthophosphate as PO4|0.003|mg/l|I|03/06/2014|03:25:00 PM|365.1||Dissolved|0.002|mg/l|0.008|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N|0.52|mg/l||03/25/2014|12:55:00 PM|353.2||Dissolved|0.01|mg/l|0.04|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Copper|1.12|mg/l|J|04/13/2014|01:39:00 AM|200.10_M|The CVV for this compound is out of method control limits SH|Total|0.004|mg/l|0.0202|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Apparent Color|11|PCU|I|03/06/2014|10:16:00 AM|110.2||Total|5|PCU|20|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, ammonia as N|0.25|mg/l||03/19/2014|02:13:00 PM|350.1||Dissolved|0.01|mg/l|0.04|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Turbidity|1.3|NTU||03/06/2014|02:22:00 PM|180.1||Total|0.1|NTU|0.4|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.44|mg/l||03/28/2014|01:02:00 PM|351.2||Total|0.08|mg/l|0.32|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.1|m||Chlorophyll a, free of pheophytin|1.36|ug/l||03/13/2014|02:39:00 PM|445||Total|0.16|ug/l|0.64|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Total Suspended Solids (TSS)|30|mg/l||03/07/2014|10:15:00 AM|160.2||Total|6|mg/l|24|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Zinc|1.16|mg/l|J|04/13/2014|01:39:00 AM|200.10_M|The CVV for this compound is out of method control limits SH|Total|0.015|mg/l|0.051|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as PO4|0.006|mg/l|I|03/24/2014|12:55:00 PM|365.1|J: Lfb Dup > Qc Limits, %Rpd Acceptable|Total|0.002|mg/l|0.008|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|PR01|3298B1|03/05/2014|12:25:00 PM|Sample|Routine Sample|0.5|m||Lead|0.0975|mg/l|J|04/13/2014|01:39:00 AM|200.10_M|The CVV for this compound is out of method control limits SH|Total|0.003|mg/l|0.0101|Water|Surface Water
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||pH|7.74|None|D!|03/05/2014|12:24:00 PM|4500-H||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Temperature, water|26.25|deg C|D|03/05/2014|12:24:00 PM|2550||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Specific conductance|593|umho/cm|D|03/05/2014|12:24:00 PM|2510||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Dissolved oxygen saturation|100.9|%|D!|03/05/2014|12:24:00 PM|4500-O-G||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Salinity|0.29|ppth|D|03/05/2014|12:24:00 PM|2520-B||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:24:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.1|m||Dissolved oxygen (DO)|8.14|mg/l|D!|03/05/2014|12:24:00 PM|4500-O-G||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Dissolved oxygen saturation|100.3|%|D!|03/05/2014|12:22:00 PM|4500-O-G|Correction made to results as per field sheets SH|Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Salinity|0.29|ppth|D|03/05/2014|12:22:00 PM|2520-B||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Dissolved oxygen (DO)|8.09|mg/l|D!|03/05/2014|12:22:00 PM|4500-O-G|Correction made to results as per field sheets SH|Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Temperature, water|25.88|deg C|D|03/05/2014|12:22:00 PM|2550||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||Specific conductance|594|umho/cm|D|03/05/2014|12:22:00 PM|2510||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:22:00 PM|Field Msr/Obs|Replicate Msr/Obs|0.5|m||pH|7.58|None|D!|03/05/2014|12:22:00 PM|4500-H||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Dissolved oxygen saturation|104.9|%|D!|03/05/2014|12:21:00 PM|4500-O-G|Correction made to results as per field sheets SH|Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Temperature, water|25.79|deg C|D|03/05/2014|12:21:00 PM|2550||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||pH|7.47|None|D|03/05/2014|12:21:00 PM|4500-H|Correction made to results as per field sheets SH|Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Specific conductance|592|umho/cm|D|03/05/2014|12:21:00 PM|2510||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Depth|1.396|m|D|03/05/2014|12:21:00 PM|FP||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Salinity|0.29|ppth|D|03/05/2014|12:21:00 PM|2520-B||Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:21:00 PM|Field Msr/Obs|Routine Msr/Obs|1.396|m||Dissolved oxygen (DO)|8.5|mg/l|D!|03/05/2014|12:21:00 PM|4500-O-G|Correction made to results as per field sheets SH|Total||||Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||2-Ethyltoluene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A|Non-accredited compounds.|Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m|||*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||trans-1,2-Dichloroethene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||m & p Xylene mix|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Phosphorus as PO4|0.005|mg/l|I|03/11/2014|02:10:00 PM|365.1||Total|0.002|mg/l|0.008|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Nickel|*Non-detect||U|03/20/2014|10:32:00 AM|200.7(W)||Total|2|ug/l|8|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Lead|*Non-detect||U|03/20/2014|10:32:00 AM|200.7(W)||Total|3|ug/l|12|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Hardness, Ca + Mg|243|mg/l|!|03/20/2014|08:02:00 AM|2340||Total|1|mg/l|4|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Turbidity|0.4|NTU|I|03/06/2014|01:25:00 PM|180.1||Total|0.1|NTU|0.4|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Dibromomethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||2-Chlorotoluene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Vinyl chloride|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Dichlorodifluoromethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Chloroform|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Methyl tertiary butyl ether (MTBE)|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||o-Xylene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Methyl chloride|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m|||*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Copper|*Non-detect||U|03/20/2014|10:32:00 AM|200.7(W)||Total|0.7|ug/l|2.8|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Cadmium|*Non-detect||U|03/20/2014|10:32:00 AM|200.7(W)||Total|0.3|ug/l|1.2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Total Suspended Solids (TSS)|*Non-detect||U|03/11/2014|08:00:00 AM|160.2||Total|6|mg/l|24|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Chloroethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|1|ug/l|4|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m|||*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Chemical Oxygen Demand (COD)|9|mg/l|I!|03/10/2014|10:54:00 AM|410.4||Total|4|mg/l|16|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m|||*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Bromoform|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||1,1-Dichloroethylene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m|||*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Butyl benzene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Carbon tetrachloride|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||1,3-Dichloropropane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||1,2-Dichloroethane|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|1|ug/l|4|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Methyl chloride|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Mercury|*Non-detect||U|03/25/2014|02:40:00 PM|SOP||Total|3|ng/l|5|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Oil and Grease|*Non-detect||U|03/28/2014|10:30:00 AM|1664||Total|1.4|mg/l|5|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Toluene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||cis-1,2-Dichloroethylene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||trans-1,3-Dichloropropene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||cis-1,3-Dichloropropene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.3|ug/l|1.2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Zinc|*Non-detect||U|03/20/2014|10:32:00 AM|200.7(W)||Total|4|ug/l|16|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Benzene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.2|ug/l|0.8|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Methyl bromide|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Ethyl benzene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||BOD, Biochemical oxygen demand|*Non-detect||U|03/06/2014|11:00:00 AM|5210-B||Total|2|mg/l|8|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||4-Chlorotoluene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Styrene|*Non-detect||U|03/17/2014|11:39:00 AM|8260A||Total|0.5|ug/l|2|Water|Estuary
21FLDADE|Dade Environmental Resource Management (Florida)|NO04|3305|03/05/2014|12:20:00 PM|Sample|Routine Sample|0.5|m||Nitrogen, Kjeldahl|0.18|mg/l|I!|03/28/2014|02:36:00 PM|351.2||Total|0.08|mg/l|0.32|Water|Estuary
