"","source","site","slope","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"72","DEP","BAK030",NA,87,0.283908045977011,0.1,1.2,0.57066887884622,NA,NA
"73","DEP","BAK031",NA,87,0.251149425287356,0.1,1.4,0.680891097519299,NA,NA
"74","DEP","BAK032",NA,87,0.245402298850575,0.1,1,0.589232136352975,NA,NA
"75","DEP","BAK033",NA,87,0.240229885057471,0.1,0.85,0.591967590402488,NA,NA
"76","DEP","BOC070",NA,90,0.818333333333333,0.15,3,0.607448671824879,NA,NA
"77","DEP","BOC071",NA,93,0.632258064516129,0.15,2.5,0.788806229751525,NA,NA
"78","DEP","BOC072",NA,88,0.359090909090909,0.1,1.9,0.767471077782384,NA,NA
"79","DEP","BOC073",NA,88,0.476704545454545,0.1,2.2,0.822649783658659,NA,NA
"80","DEP","BOC074",NA,88,0.425568181818182,0.1,2.3,0.800034219708291,NA,NA
"81","DEP","BOC075",NA,88,0.346590909090909,0.1,2.8,1.06501384021755,NA,NA
"82","DEP","BOC076",NA,88,0.482954545454545,0.1,2.3,0.795439252853112,NA,NA
"83","DEP","BOC077",NA,88,0.431818181818182,0.1,3.5,1.01781876671127,NA,NA
"84","DEP","BOC078",NA,88,0.397727272727273,0.1,3.1,1.04014939651256,NA,NA
"85","DEP","BOC079",NA,88,0.446022727272727,0.1,3.5,1.03989898791748,NA,NA
"86","DEP","BOC080",NA,88,0.238636363636364,0.1,1.6,0.741443928226954,NA,NA
"87","DEP","BOC081",NA,88,0.208863636363636,0.08,0.95,0.623934901032418,NA,NA
"88","DEP","BOC082",NA,88,0.221363636363636,0.08,1,0.621035201690687,NA,NA
"89","DEP","BOC083",NA,88,0.239545454545455,0.08,1.1,0.684166053316993,NA,NA
"90","DEP","BOY090",NA,87,1.24252873563218,0.2,2.9,0.475559607441995,NA,NA
"91","DEP","BOY091",NA,87,0.508045977011494,0.1,1.9,0.696211407314529,NA,NA
"92","DEP","BOY092",NA,91,0.468131868131868,0.1,7.8,1.79222569624613,NA,NA
"93","DEP","BOY093",NA,87,0.616666666666667,0.1,2.7,0.917049897987629,NA,NA
"94","DEP","BOY094",NA,87,0.259770114942529,0.1,1.1,0.662120172577452,NA,NA
"95","DEP","BOY095",NA,87,0.168735632183908,0.08,0.4,0.4649646216516,NA,NA
"96","DEP","BOY096",NA,87,0.21264367816092,0.1,0.75,0.555758901485246,NA,NA
"97","DEP","BOY097",NA,87,0.179310344827586,0.1,0.55,0.449126390053475,NA,NA
"98","DEP","BOY098",NA,87,0.187931034482759,0.1,0.55,0.503441490857239,NA,NA
"99","DEP","BOY099",NA,87,0.189655172413793,0.1,0.55,0.467368800843944,NA,NA
"100","DEP","BOY100",NA,87,0.204597701149425,0.1,0.8,0.668366658055888,NA,NA
"101","DEP","BOY101",NA,87,0.320689655172414,0.1,1.3,0.783386506284231,NA,NA
"102","DEP","BOYPB4",NA,1,0.1,0.1,0.1,NA,NA,NA
"103","DEP","GOC001",NA,72,0.575694444444444,0.2,3.2,0.724308736388495,NA,NA
"104","DEP","GOC002",NA,71,0.832394366197183,0.2,4.7,0.734490712284863,NA,NA
"105","DEP","GOC003",NA,71,0.769014084507042,0.2,5.3,0.843834119562495,NA,NA
"106","DEP","GOC004",NA,71,0.569718309859155,0.15,3.8,0.927308251332289,NA,NA
"107","DEP","GOC005",NA,71,0.342957746478873,0.1,2.1,0.765641680673161,NA,NA
"108","DEP","GOC006",NA,71,0.319718309859155,0.1,1.2,0.562299408729175,NA,NA
"109","DEP","GOC007",NA,71,0.326760563380282,0.15,2.6,0.918041869856109,NA,NA
"110","DEP","GOC008",NA,71,0.385915492957746,0.15,2.3,0.867798544172158,NA,NA
"111","DEP","GOC009",NA,71,0.288732394366197,0.1,2.4,1.0643600950006,NA,NA
"112","DEP","GOC010",NA,71,0.251408450704225,0.1,1.9,0.964966625062387,NA,NA
"113","DEP","GOC011",NA,71,0.294366197183099,0.1,0.9,0.5746137724454,NA,NA
"114","DEP","GOC012",NA,71,0.253943661971831,0.08,1.2,0.690982487720426,NA,NA
"115","DEP","GOC013",NA,71,0.216901408450704,0.1,0.6,0.573914362591032,NA,NA
"116","DEP","GOC014",NA,71,0.532,0.122,2,0.671099641218068,NA,NA
"117","DEP","GOC015",NA,71,0.340845070422535,0.1,0.7,0.484192415389127,NA,NA
"118","DEP","HIL050",NA,89,0.61123595505618,0.15,2.2,0.597658952477972,NA,NA
"119","DEP","HIL051",NA,95,0.361578947368421,0.1,1.1,0.592016267211713,NA,NA
"120","DEP","HIL052",NA,88,0.567045454545455,0.2,1.8,0.607071529259094,NA,NA
"121","DEP","HIL053",NA,88,0.322159090909091,0.1,1.1,0.634860491654341,NA,NA
"122","DEP","HIL054",NA,88,0.33125,0.1,1.2,0.731389653874006,NA,NA
"123","DEP","HIL055",NA,88,0.342613636363636,0.1,1.3,0.672796201635398,NA,NA
"124","DEP","HIL056",NA,88,0.319318181818182,0.1,1.3,0.700839279775996,NA,NA
"125","DEP","HIL057",NA,88,0.432386363636364,0.1,2.4,0.788207961064094,NA,NA
"126","DEP","HIL058",NA,88,0.469318181818182,0.1,3,0.936387355204873,NA,NA
"127","DEP","HIL059",NA,88,0.348295454545455,0.1,1.2,0.588666814954255,NA,NA
"128","DEP","HIL060",NA,88,0.235795454545455,0.1,1.8,0.897889745773468,NA,NA
"129","DEP","HIL061",NA,88,0.205113636363636,0.1,1,0.76466797895627,NA,NA
"130","DEP","HIL062",NA,88,0.215340909090909,0.1,0.9,0.630110315873015,NA,NA
"131","DEP","HIL063",NA,88,0.186136363636364,0.08,0.5,0.491271507590999,NA,NA
"132","DEP","ILW110",NA,87,0.682183908045977,0.1,8.3,1.41994756519447,NA,NA
"133","DEP","ILW111",NA,87,0.77183908045977,0.1,12,2.12221193855624,NA,NA
"134","DEP","ILW112",NA,87,0.447701149425287,0.1,13,3.16387610270146,NA,NA
"135","DEP","ILW113",NA,87,0.475287356321839,0.1,5.3,1.72076054793732,NA,NA
"136","DEP","ILW114",NA,87,0.477586206896552,0.1,9.3,2.25231810739497,NA,NA
"137","DEP","ILW115",NA,88,0.500568181818182,0.1,8.8,2.14460017079114,NA,NA
"138","DEP","ILW116",NA,87,0.535632183908046,0.1,6.6,1.62363922369725,NA,NA
"139","DEP","ILW117",NA,87,0.219540229885057,0.1,1.8,1.04445913182859,NA,NA
"140","DEP","ILW118",NA,87,0.524137931034483,0.1,9.3,2.12239203234121,NA,NA
"141","DEP","ILW119",NA,88,0.443181818181818,0.1,10,2.39818108770288,NA,NA
"142","DEP","JUP120",NA,87,1.90172413793103,0.25,19,1.10399501216115,NA,NA
"143","DEP","JUP121",NA,87,1.03965517241379,0.1,13,1.69568526937277,NA,NA
"144","DEP","JUP122",NA,87,1.77586206896552,0.2,17,1.24185857126141,NA,NA
"145","DEP","JUP123",NA,87,1.59310344827586,0.15,20,1.45154941812887,NA,NA
"146","DEP","JUP124",NA,87,0.498850574712644,0.1,7.9,2.31369474049784,NA,NA
"147","DEP","JUP125",NA,87,0.367471264367816,0.1,5.4,1.69698885518548,NA,NA
"148","DEP","JUP126",NA,87,0.427586206896552,0.1,6.5,1.89811454863774,NA,NA
"149","DEP","JUP127",NA,87,0.463448275862069,0.1,7,1.84473424188021,NA,NA
"150","DEP","JUP128",NA,87,0.399080459770115,0.1,4.2,1.4739900851705,NA,NA
"151","DEP","JUP129",NA,87,0.36264367816092,0.1,4.1,1.46099630835604,NA,NA
"152","DEP","PEV040",NA,87,0.748850574712644,0.15,2.7,0.641232765043518,NA,NA
"153","DEP","PEV041",NA,87,0.679908045977011,0.1,2.3,0.652418435340218,NA,NA
"154","DEP","PEV042",NA,87,0.601149425287356,0.1,4,0.887872002650098,NA,NA
"155","DEP","PEV043",NA,88,0.514772727272727,0.1,2,0.763975677305301,NA,NA
"156","DEP","PEV044",NA,88,0.330681818181818,0.1,1.4,0.749005714455892,NA,NA
"157","DEP","PEV045",NA,87,0.417241379310345,0.1,2.2,0.788106204749176,NA,NA
"158","DEP","PEV046",NA,87,0.758620689655172,0.15,5.4,1.0354137973261,NA,NA
"159","DEP","PEV047",NA,87,0.381034482758621,0.1,1.7,0.741017477968434,NA,NA
"160","DEP","PEV048",NA,87,0.424137931034483,0.1,2.7,0.905119308067578,NA,NA
"161","DEP","PEV049",NA,87,0.321264367816092,0.1,1.9,0.903342164192716,NA,NA
"162","DEP","PEV050",NA,87,0.468965517241379,0.15,8,1.9176873755235,NA,NA
"163","DEP","PEV051",NA,87,0.263218390804598,0.1,1,0.67282028762086,NA,NA
"164","DEP","PEV052",NA,87,0.246551724137931,0.1,2.4,1.05774811721652,NA,NA
"165","DEP","PEV053",NA,87,0.23367816091954,0.08,2,0.962251401354822,NA,NA
"166","DEP","STL161",NA,72,3.70138888888889,0.9,12,0.529663210770874,NA,NA
"167","DEP","STL162",NA,73,2.52397260273973,0.35,17,1.05202792405338,NA,NA
"168","DEP","STL163",NA,72,2.17430555555556,0.2,21,1.42860239689419,NA,NA
"169","DEP","STL164",NA,71,2.15422535211268,0.1,17,1.49293447550607,NA,NA
"170","DEP","STL165",NA,72,1.56458333333333,0.15,17,1.67656710146734,NA,NA
"171","DEP","STL166",NA,72,2.15347222222222,0.2,18,1.21722533037578,NA,NA
"172","DEP","STL167",NA,72,1.38958333333333,0.15,22,2.06269883684386,NA,NA
"173","DEP","STL168",NA,72,1.03391666666667,0.1,11,1.65429233075627,NA,NA
"174","DEP","STL169",NA,72,2.84097222222222,0.4,21,1.10676225299143,NA,NA
"175","DEP","STL170",NA,72,1.09097222222222,0.15,7.3,1.31178956985642,NA,NA
"176","DEP","STL171",NA,72,2.32569444444444,0.25,15,1.04830399679277,NA,NA
"177","DEP","STL172",NA,72,1.19722222222222,0.1,9.1,1.51133351238897,NA,NA
"178","DEP","STLMC1",NA,1,4.5,4.5,4.5,NA,NA,NA
"179","DERM_BBWQ","AC01",-0.2,340,NA,NA,NA,NA,-0.2,1.15823631535915e-09
"180","DERM_BBWQ","AC02",0,276,0.798188405797101,0.1,1.8,0.360813067099332,0,5.45458237051889e-09
"181","DERM_BBWQ","AC03",0,337,NA,NA,NA,NA,NA,0.791038872102794
"182","DERM_BBWQ","AC04",NA,23,NA,NA,NA,NA,NA,NA
"183","DERM_BBWQ","AC06",0.95,219,NA,NA,NA,NA,0.95,0.00672645865096399
"184","DERM_BBWQ","AC08E",NA,43,0.895348837209302,0.1,1,0.326037956905973,NA,NA
"185","DERM_BBWQ","AC08W",NA,41,0.804878048780488,0.1,1,0.457299234125403,NA,NA
"186","DERM_BBWQ","AR01",-0.5,240,NA,NA,NA,NA,-0.5,1.43658201205013e-14
"187","DERM_BBWQ","AR03",-0.25,332,NA,NA,NA,NA,-0.25,1.13656611000872e-08
"188","DERM_BBWQ","BB01",0,148,0.993918918918919,0.1,1,0.0744321723625887,NA,0.70031137293689
"189","DERM_BBWQ","BB01A",NA,19,0.847368421052632,0.3,1.3,0.305640835834271,NA,NA
"190","DERM_BBWQ","BB02",-0.3,328,NA,NA,NA,NA,-0.3,1.36104074318754e-08
"191","DERM_BBWQ","BB03",0,173,0.958381502890173,0.1,1,0.197789747909323,NA,0.0919645647963972
"192","DERM_BBWQ","BB04",0,340,NA,NA,NA,NA,0,0.00467066888770653
"193","DERM_BBWQ","BB05A",NA,149,NA,NA,NA,NA,NA,NA
"194","DERM_BBWQ","BB06",0,236,0.873305084745763,0.1,1,0.272635179206566,0,1.15986933110183e-05
"195","DERM_BBWQ","BB07",0,172,0.984302325581395,0.1,1,0.120048212885249,NA,0.281198099564179
"196","DERM_BBWQ","BB08",NA,75,1.072,0.3,4.2,0.639990567620732,NA,NA
"197","DERM_BBWQ","BB09",-0.3,330,NA,NA,NA,NA,-0.3,8.8589801060609e-08
"198","DERM_BBWQ","BB10",0,250,0.9836,0.1,3.6,0.341308416126164,NA,0.126664020736245
"199","DERM_BBWQ","BB11",0,330,NA,NA,NA,NA,NA,0.727571580303749
"200","DERM_BBWQ","BB13",NA,2,0.9,0.9,0.9,0,NA,NA
"201","DERM_BBWQ","BB13A",NA,39,1.84102564102564,0.7,5.3,0.492925623532408,NA,NA
"202","DERM_BBWQ","BB14",0,337,NA,NA,NA,NA,0,0.00455640056148657
"203","DERM_BBWQ","BB15",0,280,1.01785714285714,0.1,5.4,0.556043392283279,NA,0.123661073390291
"204","DERM_BBWQ","BB15A",NA,74,3.36216216216216,0.8,30.5,1.39111618907869,NA,NA
"205","DERM_BBWQ","BB16",0,228,0.860631578947368,0.1,4.424,0.406441860619363,0,8.90678566029085e-07
"206","DERM_BBWQ","BB17",-0.1,339,NA,NA,NA,NA,-0.1,0.000743899556448613
"207","DERM_BBWQ","BB18",0,243,1.06995884773663,0.1,2.8,0.31420237417625,NA,0.361191671366898
"208","DERM_BBWQ","BB19",0,235,0.837446808510638,0.1,1,0.327209952790298,0,4.48493451031156e-07
"209","DERM_BBWQ","BB22",0,341,NA,NA,NA,NA,0,6.39005712683449e-05
"210","DERM_BBWQ","BB23",0,182,NA,NA,NA,NA,NA,0.168897267744632
"211","DERM_BBWQ","BB24",0,329,NA,NA,NA,NA,0,1.8345467973016e-05
"212","DERM_BBWQ","BB25",0,205,0.977073170731707,0.1,4.3,0.348713895032105,0,0.00812737806636712
"213","DERM_BBWQ","BB26",0,307,NA,NA,NA,NA,0,8.26468809941927e-07
"214","DERM_BBWQ","BB27",0,233,0.854935622317597,0.1,1,0.310199011472037,0,1.50751269292818e-06
"215","DERM_BBWQ","BB28",0,281,0.887900355871886,0.1,3.1,0.364692101288505,0,2.08807765308499e-05
"216","DERM_BBWQ","BB29",0,180,0.98,0.1,1,0.135750049079244,NA,0.224915884015962
"217","DERM_BBWQ","BB31",0,330,NA,NA,NA,NA,0,0.000721971611698789
"218","DERM_BBWQ","BB32",0,282,NA,NA,NA,NA,NA,0.163360578992807
"219","DERM_BBWQ","BB34",0,331,NA,NA,NA,NA,0,1.8964745545866e-07
"220","DERM_BBWQ","BB35",0,232,0.858620689655172,0.1,1,0.289600101132101,0,8.58730673769863e-07
"221","DERM_BBWQ","BB36",0,242,NA,NA,NA,NA,0,2.76485628949704e-07
"222","DERM_BBWQ","BB37",-0.15,313,NA,NA,NA,NA,-0.15,1.80846381157366e-08
"223","DERM_BBWQ","BB38",-0.3,339,NA,NA,NA,NA,-0.3,6.35642796958623e-09
"224","DERM_BBWQ","BB39A",-0.5,298,NA,NA,NA,NA,-0.5,5.99584220750098e-06
"225","DERM_BBWQ","BB41",-0.4,329,NA,NA,NA,NA,-0.4,1.23866057391553e-11
"226","DERM_BBWQ","BB42",NA,60,1,1,1,0,NA,NA
"227","DERM_BBWQ","BB43",NA,46,1,1,1,0,NA,NA
"228","DERM_BBWQ","BB44",0,230,0.87304347826087,0.1,1,0.280904439935783,0,6.63517725009582e-06
"229","DERM_BBWQ","BB45",0,236,0.753813559322034,0.1,1,0.449547876525777,0,1.85276147231067e-09
"230","DERM_BBWQ","BB46",NA,48,1,1,1,0,NA,NA
"231","DERM_BBWQ","BB47",-0.5,329,NA,NA,NA,NA,-0.5,7.78824927239902e-15
"232","DERM_BBWQ","BB48",0,313,0.864217252396166,0.1,4.5,0.489343570657729,0,1.41237598152866e-07
"233","DERM_BBWQ","BB50",-0.2,330,NA,NA,NA,NA,-0.2,0.000103561091376624
"234","DERM_BBWQ","BB51",-0.4,332,NA,NA,NA,NA,-0.4,1.9367294364759e-13
"235","DERM_BBWQ","BB52",0,213,NA,NA,NA,NA,NA,0.144029318486887
"236","DERM_BBWQ","BB53",0,184,NA,NA,NA,NA,NA,0.175048044960501
"237","DERM_BBWQ","BB54",NA,187,NA,NA,NA,NA,NA,NA
"238","DERM_BBWQ","BB55",NA,43,0.351162790697674,0.1,1,1.16317916560638,NA,NA
"239","DERM_BBWQ","BB56",NA,96,0.422916666666667,0.1,1,0.715126502193745,NA,NA
"240","DERM_BBWQ","BBKB1",NA,53,1.63584905660377,0.3,8.3,0.731513118032383,NA,NA
"241","DERM_BBWQ","BBMB1",NA,87,1.27011494252874,0.4,3.2,0.539648267767237,NA,NA
"242","DERM_BBWQ","BBMB2",NA,76,2.04342105263158,1,5.5,0.37766217495006,NA,NA
"243","DERM_BBWQ","BBMB3",NA,75,2.43333333333333,0.1,5.9,0.536179682660017,NA,NA
"244","DERM_BBWQ","BBMB4",NA,76,3.78421052631579,0.7,15.5,0.721169214143397,NA,NA
"245","DERM_BBWQ","BBOR1",NA,49,1.21428571428571,0.1,19.6,2.25920901530952,NA,NA
"246","DERM_BBWQ","BBOR2",NA,47,1.09574468085106,0.4,7.8,1.2504487303512,NA,NA
"247","DERM_BBWQ","BBY1",NA,19,2.21052631578947,1,5.1,0.445261437296631,NA,NA
"248","DERM_BBWQ","BBY4",NA,20,0.715,0.3,1.8,0.617647327377941,NA,NA
"249","DERM_BBWQ","BD17",NA,31,NA,NA,NA,NA,NA,NA
"250","DERM_BBWQ","BISC101",NA,146,NA,NA,NA,NA,NA,NA
"251","DERM_BBWQ","BISC102",NA,49,0.46734693877551,0.1,0.5,0.236776274440628,NA,NA
"252","DERM_BBWQ","BISC110",NA,49,0.46734693877551,0.1,0.5,0.236776274440628,NA,NA
"253","DERM_BBWQ","BISC121",NA,144,NA,NA,NA,NA,NA,NA
"254","DERM_BBWQ","BISC122",NA,144,NA,NA,NA,NA,NA,NA
"255","DERM_BBWQ","BISC123",NA,49,0.46734693877551,0.1,0.5,0.236776274440628,NA,NA
"256","DERM_BBWQ","BISC127",NA,146,NA,NA,NA,NA,NA,NA
"257","DERM_BBWQ","BISC128",NA,54,0.47037037037037,0.1,0.5,0.224802024298057,NA,NA
"258","DERM_BBWQ","BL01",0,259,1.06370656370656,0.1,20.8,1.30425470919345,0,0.0480562940355569
"259","DERM_BBWQ","BL02",0,261,1.11800766283525,0.1,44.8,2.47071387564009,0,0.00270325586252579
"260","DERM_BBWQ","BL03",0,320,NA,NA,NA,NA,0,5.76614120868228e-07
"261","DERM_BBWQ","BL04",NA,21,0.766666666666667,0.4,1.2,0.320384929164183,NA,NA
"262","DERM_BBWQ","BL05",NA,21,0.919047619047619,0.3,3.2,0.645205680547902,NA,NA
"263","DERM_BBWQ","BL06",NA,106,NA,NA,NA,NA,NA,NA
"264","DERM_BBWQ","BL12",0,314,NA,NA,NA,NA,0,2.69670036873145e-05
"265","DERM_BBWQ","BS01",0,339,NA,NA,NA,NA,0,0.000358094375379757
"266","DERM_BBWQ","BS04",0,325,NA,NA,NA,NA,0,0.0165867500917825
"267","DERM_BBWQ","BS07",NA,89,NA,NA,NA,NA,NA,NA
"268","DERM_BBWQ","BS08",NA,45,NA,NA,NA,NA,NA,NA
"269","DERM_BBWQ","BS09",NA,20,1.135,0.5,2.5,0.465575906388687,NA,NA
"270","DERM_BBWQ","BS10",0,359,NA,NA,NA,NA,0,2.92043292453923e-07
"271","DERM_BBWQ","BS11",NA,76,10.525,0.4,106.8,1.33527635106294,NA,NA
"272","DERM_BBWQ","CD01",NA,8,1,1,1,0,NA,NA
"273","DERM_BBWQ","CD01A",0.1,287,NA,NA,NA,NA,NA,0.115283072044648
"274","DERM_BBWQ","CD02",-0.3,320,NA,NA,NA,NA,-0.3,1.62807228735242e-10
"275","DERM_BBWQ","CD03A",NA,19,0.663157894736842,0.2,1.5,0.412078968031289,NA,NA
"276","DERM_BBWQ","CD04A",NA,20,0.92,0.4,1.4,0.314634907254738,NA,NA
"277","DERM_BBWQ","CD05",-0.4,269,NA,NA,NA,NA,-0.4,0.00990078465660303
"278","DERM_BBWQ","CD06",NA,22,NA,NA,NA,NA,NA,NA
"279","DERM_BBWQ","CD08",NA,42,NA,NA,NA,NA,NA,NA
"280","DERM_BBWQ","CD09",0,319,NA,NA,NA,NA,0,1.43117560874843e-06
"281","DERM_BBWQ","CG01",0,333,0.86996996996997,0.1,3.5,0.395778852119089,0,1.65743056749857e-05
"282","DERM_BBWQ","CG02",NA,55,NA,NA,NA,NA,NA,NA
"283","DERM_BBWQ","CG02A",NA,67,1.0044776119403,0.2,5.6,1.11310857655309,NA,NA
"284","DERM_BBWQ","CG03",NA,20,2.34,0.7,3.9,0.391034551739753,NA,NA
"285","DERM_BBWQ","CG05",NA,32,NA,NA,NA,NA,NA,NA
"286","DERM_BBWQ","CG07",0,318,1.32861635220126,0.1,13.2,0.868506547474089,NA,0.50499832200307
"287","DERM_BBWQ","CG09",NA,23,NA,NA,NA,NA,NA,NA
"288","DERM_BBWQ","CM02",NA,210,NA,NA,NA,NA,NA,NA
"289","DERM_BBWQ","CM04",NA,20,2.15,0.5,4.9,0.646864639496882,NA,NA
"290","DERM_BBWQ","DDC1",NA,20,1.01,0.3,1.9,0.444994159489985,NA,NA
"291","DERM_BBWQ","DDC2",NA,18,0.872222222222222,0.5,1.9,0.435785119844045,NA,NA
"292","DERM_BBWQ","FC03",0,305,NA,NA,NA,NA,0,0.0020399225948746
"293","DERM_BBWQ","FC09",NA,27,NA,NA,NA,NA,NA,NA
"294","DERM_BBWQ","FC15",0,298,NA,NA,NA,NA,NA,0.409507565542862
"295","DERM_BBWQ","FC16",NA,16,29.65625,1.5,254,2.32111027600356,NA,NA
"296","DERM_BBWQ","FLAB01",NA,49,0.46734693877551,0.1,0.5,0.236776274440628,NA,NA
"297","DERM_BBWQ","FLAB02",NA,85,0.462352941176471,0.1,0.5,0.254113429157917,NA,NA
"298","DERM_BBWQ","GL02",0,324,NA,NA,NA,NA,NA,0.539832642189404
"299","DERM_BBWQ","GL03",0,279,1.02688172043011,0.1,6.3,0.740463187646465,0,0.0167230248251342
