"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...587","BROWARD","17","05/17/2021 12:10:00",38.3,"ug/L",26.13581667,-80.1942,0.5
"...588","BROWARD","39","05/25/2021 11:35:00",2.48,"ug/L",26.0655,-80.11408,0.5
"...589","BROWARD","11","05/17/2021 10:20:00",12.4,"ug/L",26.1733,-80.17093,0.5
"...590","BROWARD","36","09/01/2021 12:07:00",3.25,"ug/L",26.19035,-80.1025,0.5
"...591","BROWARD","5","05/17/2021 11:20:00",5.13,"ug/L",26.22162,-80.10303,0.5
"...592","BROWARD","121","08/23/2021 11:20:00",10.1,"ug/L",26.13533,-80.20202,0.5
"...593","BROWARD","34","05/27/2021 11:05:00",0.92,"ug/L",26.26352,-80.0824,0.5
"...594","BROWARD","41","08/25/2021 10:20:00",4.79,"ug/L",25.98717,-80.12145,0.5
"...595","BROWARD","112","09/14/2020 13:05:00",2.76,"ug/L",26.16392,-80.12632,0.5
"...596","BROWARD","123","05/21/2024 12:25:00",5.86,"ug/L",26.09062,-80.17882,0.5
"...597","BROWARD","125","03/04/2024 11:50:00",1.28,"ug/L",26.1289,-80.11855,0.5
"...598","BROWARD","110","03/11/2024 08:40:00",27.8,"ug/L",26.23132,-80.12687,0.5
"...599","BROWARD","26","05/14/2024 09:18:00",6.22,"ug/L",26.06812,-80.1686,0.5
"...600","BROWARD","19","03/13/2024 08:20:00",5.13,"ug/L",26.10898,-80.15908,0.5
"...601","BROWARD","7","03/11/2019 11:05:00",1.57,"ug/L",26.21857,-80.17055,0.5
"...602","BROWARD","31","06/25/2018 12:00:00",3.02,"ug/L",25.9642,-80.31062,0.5
"...603","BROWARD","38","03/08/2017 11:40:00",1.75,"ug/L",26.10265,-80.11868,0.5
"...604","BROWARD","2","05/28/2019 09:55:00",8.42,"ug/L",26.3277,-80.13158,0.5
"...605","BROWARD","89","11/06/2018 11:55:00",2.99,"ug/L",26.229646,-80.281948,0.5
"...606","BROWARD","112","03/11/2019 12:35:00",1.96,"ug/L",26.16392,-80.12632,0.5
"...607","BROWARD","39","11/13/2019 10:40:00",1.19,"ug/L",26.0655,-80.11408,0.5
"...608","BROWARD","111","02/18/2020 13:00:00",2.82,"ug/L",26.15322,-80.12933,0.5
"...609","BROWARD","5","03/01/2021 12:00:00",6.59,"ug/L",26.22162,-80.10303,0.5
"...610","BROWARD","10","05/25/2021 13:18:00",3.17,"ug/L",26.13687,-80.11832,0.5
"...611","BROWARD","129","05/19/2021 11:35:00",15.2,"ug/L",26.02595,-80.16338,0.5
"...612","BROWARD","5","08/30/2021 12:25:00",5.58,"ug/L",26.22162,-80.10303,0.5
"...613","BROWARD","26","08/23/2021 10:00:00",5.33,"ug/L",26.06812,-80.1686,0.5
"...614","BROWARD","14","11/08/2021 09:45:00",3.99,"ug/L",26.16428,-80.25662,0.5
"...615","BROWARD","122","08/26/2020 08:30:00",1.89,"ug/L",26.09983,-80.25017,0.5
"...616","BROWARD","128","05/14/2024 08:45:00",4.31,"ug/L",26.06768,-80.18218,0.5
"...617","BROWARD","11","06/26/2018 09:35:00",12.2,"ug/L",26.1733,-80.17093,0.5
"...618","BROWARD","111","11/12/2019 13:25:00",1.47,"ug/L",26.15322,-80.12933,0.5
"...619","BROWARD","39","11/05/2018 11:40:00",1.08,"ug/L",26.0655,-80.11408,0.5
"...620","BROWARD","26","08/27/2018 09:40:00",2.37,"ug/L",26.06812,-80.1686,0.5
"...621","BROWARD","5","08/29/2018 12:50:00",4.59,"ug/L",26.22162,-80.10303,0.5
"...622","BROWARD","10","07/12/2017 13:10:00",7.78,"ug/L",26.13687,-80.11832,0.5
"...623","BROWARD","31","02/20/2020 12:00:00",1.08,"ug/L",25.9642,-80.31062,0.5
"...624","BROWARD","16","05/18/2020 10:40:00",8.99,"ug/L",26.12202,-80.14653,0.5
"...625","BROWARD","64","06/24/2020 12:30:00",60.4,"ug/L",26.12837,-80.17503,0.5
"...626","BROWARD","124","05/20/2020 09:00:00",4.28,"ug/L",26.06565,-80.21588,0.5
"...627","BROWARD","24","05/14/2024 09:50:00",4.25,"ug/L",26.0595,-80.14398,0.5
"...628","BROWARD","8","05/22/2024 11:23:00",5.58,"ug/L",26.2305,-80.20485,0.5
"...629","BROWARD","33","05/20/2024 10:05:00",6.65,"ug/L",26.31338,-80.0806,0.5
"...630","BROWARD","14","08/22/2023 08:47:00",7.17,"ug/L",26.16428,-80.25662,0.5
"...631","BROWARD","33","08/24/2023 10:06:00",8.11,"ug/L",26.31338,-80.0806,0.5
"...632","BROWARD","34","08/24/2023 10:49:00",5.34,"ug/L",26.26352,-80.0824,0.5
"...633","BROWARD","124","10/31/2023 08:24:00",1.93,"ug/L",26.06565,-80.21588,0.5
"...634","BROWARD","20","09/05/2019 12:50:00",3.85,"ug/L",26.08717,-80.18547,0.5
"...635","BROWARD","37","11/07/2018 09:40:00",1.73,"ug/L",26.13877,-80.10807,0.5
"...636","BROWARD","35","03/06/2019 09:30:00",1.58,"ug/L",26.2511,-80.08962,0.5
"...637","BROWARD","110","06/26/2018 09:00:00",7.43,"ug/L",26.23132,-80.12687,0.5
"...638","BROWARD","32","09/05/2019 09:35:00",1.96,"ug/L",25.95677,-80.43062,0.5
"...639","BROWARD","111","05/18/2020 12:10:00",6.8,"ug/L",26.15322,-80.12933,0.5
"...640","BROWARD","7","05/28/2019 10:40:00",3.77,"ug/L",26.21857,-80.17055,0.5
"...641","BROWARD","31","11/15/2021 12:20:00",1.25,"ug/L",25.9642,-80.31062,0.5
"...642","BROWARD","11","11/02/2023 09:55:00",11.4,"ug/L",26.1733,-80.17093,0.5
"...643","BROWARD","38","08/31/2023 11:45:00",2.17,"ug/L",26.10265,-80.11868,0.5
"...644","BROWARD","123","08/26/2019 12:00:00",6.52,"ug/L",26.09062,-80.17882,0.5
"...645","BROWARD","112","05/02/2017 14:35:00",4.61,"ug/L",26.16392,-80.12632,0.5
"...646","BROWARD","3","11/18/2019 10:40:00",6.07,"ug/L",26.32783,-80.20302,0.5
"...647","BROWARD","12","07/11/2017 10:40:00",5.75,"ug/L",26.17312,-80.18698,0.5
"...648","BROWARD","34","09/01/2021 11:10:00",3.28,"ug/L",26.26352,-80.0824,0.5
"...649","BROWARD","8","11/16/2021 12:40:00",3.14,"ug/L",26.2305,-80.20485,0.5
"...650","BROWARD","7","11/08/2021 11:30:00",1.17,"ug/L",26.21857,-80.17055,0.5
"...651","BROWARD","3","05/25/2021 10:25:00",3.66,"ug/L",26.32783,-80.20302,0.5
"...652","BROWARD","1","03/06/2019 11:05:00",7.7,"ug/L",26.32555,-80.09015,0.5
"...653","BROWARD","112","05/28/2019 11:55:00",5.07,"ug/L",26.16392,-80.12632,0.5
"...654","BROWARD","20","08/30/2018 14:00:00",2.73,"ug/L",26.08717,-80.18547,0.5
"...655","BROWARD","35","09/11/2019 12:00:00",5.24,"ug/L",26.2511,-80.08962,0.5
"...656","BROWARD","26","05/01/2017 09:45:00",8.46,"ug/L",26.06812,-80.1686,0.5
"...657","BROWARD","15","07/12/2017 09:50:00",3.43,"ug/L",26.1183,-80.14363,0.5
"...658","BROWARD","2","08/22/2022 11:00:00",4.51,"ug/L",26.3277,-80.13158,0.5
"...659","BROWARD","4","05/02/2017 11:45:00",9.5,"ug/L",26.35132,-80.28333,0.5
"...660","BROWARD","37","02/26/2018 13:50:00",4.73,"ug/L",26.13877,-80.10807,0.5
"...661","BROWARD","35","08/27/2018 11:35:00",2.54,"ug/L",26.2511,-80.08962,0.5
"...662","BROWARD","35","07/10/2017 12:15:00",6.84,"ug/L",26.2511,-80.08962,0.5
"...663","BROWARD","23","07/10/2017 09:35:00",2.11,"ug/L",26.14965,-80.44182,0.5
"...664","BROWARD","26","11/16/2022 10:15:00",3.26,"ug/L",26.06812,-80.1686,0.5
"...665","BROWARD","4","11/08/2022 11:05:00",6.26,"ug/L",26.35132,-80.28333,0.5
"...666","BROWARD","40","05/23/2022 10:35:00",1.77,"ug/L",26.03485,-80.11713,0.5
"...667","BROWARD","124","05/23/2022 09:20:00",20.6,"ug/L",26.06565,-80.21588,0.5
"...668","BROWARD","64","05/03/2017 11:00:00",27.8,"ug/L",26.12837,-80.17503,0.5
"...669","BROWARD","20","11/07/2018 13:45:00",8.67,"ug/L",26.08717,-80.18547,0.5
"...670","BROWARD","19","11/07/2018 10:15:00",1.19,"ug/L",26.10898,-80.15908,0.5
"...671","BROWARD","34","05/18/2022 10:55:00",0.47,"ug/L",26.26352,-80.0824,0.5
"...672","BROWARD","14","02/18/2020 09:10:00",4.05,"ug/L",26.16428,-80.25662,0.5
"...673","BROWARD","121","02/18/2020 11:55:00",3.31,"ug/L",26.13533,-80.20202,0.5
"...674","BROWARD","110","02/27/2018 09:40:00",12.8,"ug/L",26.23132,-80.12687,0.5
"...675","BROWARD","11","03/11/2019 10:15:00",40.8,"ug/L",26.1733,-80.17093,0.5
"...676","BROWARD","16","02/18/2020 10:30:00",7.84,"ug/L",26.12202,-80.14653,0.5
"...677","BROWARD","29","07/10/2017 10:20:00",9.46,"ug/L",26.06153,-80.43357,0.5
"...678","BROWARD","40","11/07/2018 10:55:00",1.56,"ug/L",26.03485,-80.11713,0.5
"...679","BROWARD","26","11/05/2018 10:10:00",2.51,"ug/L",26.06812,-80.1686,0.5
"...680","BROWARD","22","02/26/2018 13:05:00",1.09,"ug/L",26.11607,-80.3166,0.5
"...681","BROWARD","5","05/28/2019 11:30:00",4.38,"ug/L",26.22162,-80.10303,0.5
"...682","BROWARD","122","07/11/2017 09:05:00",1.77,"ug/L",26.09983,-80.25017,0.5
"...683","BROWARD","8","08/25/2021 12:35:00",7.8,"ug/L",26.2305,-80.20485,0.5
"...684","BROWARD","129","05/23/2022 12:15:00",19,"ug/L",26.02595,-80.16338,0.5
"...685","BROWARD","4","05/12/2022 11:45:00",4.11,"ug/L",26.35132,-80.28333,0.5
"...686","BROWARD","6","03/21/2022 10:45:00",3.3,"ug/L",26.2062,-80.13263,0.5
"...687","BROWARD","125","03/14/2022 13:35:00",3.25,"ug/L",26.1289,-80.11855,0.5
"...688","BROWARD","31","09/05/2019 10:15:00",2.28,"ug/L",25.9642,-80.31062,0.5
"...689","BROWARD","24","03/06/2017 11:05:00",2.75,"ug/L",26.0595,-80.14398,0.5
"...690","BROWARD","38","11/13/2019 11:10:00",1.52,"ug/L",26.10265,-80.11868,0.5
"...691","BROWARD","121","05/30/2019 11:40:00",4.56,"ug/L",26.13533,-80.20202,0.5
"...692","BROWARD","7","06/26/2018 10:10:00",1.9,"ug/L",26.21857,-80.17055,0.5
"...693","BROWARD","28","05/16/2022 13:45:00",10.9,"ug/L",26.06385,-80.31325,0.5
"...694","BROWARD","125","05/23/2022 12:25:00",8.03,"ug/L",26.1289,-80.11855,0.5
"...695","BROWARD","29","05/16/2022 11:55:00",4.6,"ug/L",26.06153,-80.43357,0.5
"...696","BROWARD","124","03/16/2022 08:36:00",2.76,"ug/L",26.06565,-80.21588,0.5
"...697","BROWARD","23","08/15/2022 10:55:00",8.52,"ug/L",26.14965,-80.44182,0.5
"...698","BROWARD","11","08/17/2022 11:00:00",4.47,"ug/L",26.1733,-80.17093,0.5
"...699","BROWARD","110","08/22/2022 10:00:00",9.89,"ug/L",26.23132,-80.12687,0.5
"...700","BROWARD","25","08/24/2022 11:45:00",22.2,"ug/L",26.04815,-80.15513,0.5
"...701","BROWARD","10","08/24/2022 13:33:00",6.26,"ug/L",26.13687,-80.11832,0.5
"...702","BROWARD","111","05/28/2019 12:30:00",6.39,"ug/L",26.15322,-80.12933,0.5
"...703","BROWARD","39","03/15/2017 11:00:00",2.08,"ug/L",26.0655,-80.11408,0.5
"...704","BROWARD","128","08/24/2022 10:30:00",9.93,"ug/L",26.06768,-80.18218,0.5
"...705","BROWARD","40","08/24/2022 11:28:00",1.16,"ug/L",26.03485,-80.11713,0.5
"...706","BROWARD","112","06/20/2023 12:48:00",8.26,"ug/L",26.16392,-80.12632,0.5
"...707","BROWARD","38","06/13/2023 11:36:00",4.79,"ug/L",26.10265,-80.11868,0.5
"...708","BROWARD","29","05/23/2019 10:00:00",4.13,"ug/L",26.06153,-80.43357,0.5
"...709","BROWARD","89","05/28/2019 12:00:00",1.94,"ug/L",26.229646,-80.281948,0.5
"...710","BROWARD","35","09/22/2020 11:55:00",2.82,"ug/L",26.2511,-80.08962,0.5
"...711","BROWARD","89","09/21/2020 12:15:00",4.2,"ug/L",26.229646,-80.281948,0.5
"...712","BROWARD","124","05/20/2020 08:50:00",2.05,"ug/L",26.06565,-80.21588,0.5
"...713","BROWARD","20","10/29/2020 12:25:00",1.45,"ug/L",26.08717,-80.18547,0.5
"...714","BROWARD","23","08/21/2023 09:12:00",3.36,"ug/L",26.14965,-80.44182,0.5
"...715","BROWARD","34","11/06/2023 11:02:00",2.36,"ug/L",26.26352,-80.0824,0.5
"...716","BROWARD","2","03/06/2023 10:33:00",24,"ug/L",26.3277,-80.13158,0.5
"...717","BROWARD","123","03/01/2023 15:06:00",17.2,"ug/L",26.09062,-80.17882,0.5
"...718","BROWARD","28","03/09/2023 13:35:00",2.69,"ug/L",26.06385,-80.31325,0.5
"...719","BROWARD","122","06/20/2023 08:28:00",6.89,"ug/L",26.09983,-80.25017,0.5
"...720","BROWARD","36","02/24/2020 13:15:00",9.65,"ug/L",26.19035,-80.1025,0.5
"...721","BROWARD","28","05/01/2017 12:00:00",8.36,"ug/L",26.06385,-80.31325,0.5
"...722","BROWARD","12","11/12/2019 10:10:00",0.67,"ug/L",26.17312,-80.18698,0.5
"...723","BROWARD","35","03/06/2017 11:25:00",1.7,"ug/L",26.2511,-80.08962,0.5
"...724","BROWARD","19","08/16/2019 12:25:00",6.44,"ug/L",26.10898,-80.15908,0.5
"...725","BROWARD","64","12/16/2019 12:30:00",9.78,"ug/L",26.12837,-80.17503,0.5
"...726","BROWARD","41","03/04/2019 08:45:00",3.56,"ug/L",25.98717,-80.12145,0.5
"...727","BROWARD","19","08/26/2020 09:55:00",2.23,"ug/L",26.10898,-80.15908,0.5
"...728","BROWARD","40","09/16/2020 10:45:00",2.26,"ug/L",26.03485,-80.11713,0.5
"...729","BROWARD","6","09/14/2020 11:55:00",9.77,"ug/L",26.2062,-80.13263,0.5
"...730","BROWARD","41","09/16/2020 10:00:00",4.66,"ug/L",25.98717,-80.12145,0.5
"...731","BROWARD","15","07/22/2020 12:30:00",1.77,"ug/L",26.1183,-80.14363,0.5
"...732","BROWARD","29","09/23/2020 10:20:00",7.6,"ug/L",26.06153,-80.43357,0.5
"...733","BROWARD","38","03/13/2023 12:18:00",1.33,"ug/L",26.10265,-80.11868,0.5
"...734","BROWARD","10","06/13/2023 12:43:00",10.8,"ug/L",26.13687,-80.11832,0.5
"...735","BROWARD","129","02/27/2023 13:35:00",8.07,"ug/L",26.02595,-80.16338,0.5
"...736","BROWARD","35","03/14/2023 12:45:00",0.66,"ug/L",26.2511,-80.08962,0.5
"...737","BROWARD","33","06/22/2023 10:27:00",10.4,"ug/L",26.31338,-80.0806,0.5
"...738","BROWARD","24","02/27/2023 12:15:00",2.74,"ug/L",26.0595,-80.14398,0.5
"...739","BROWARD","128","11/16/2022 09:55:00",5.27,"ug/L",26.06768,-80.18218,0.5
"...740","BROWARD","33","07/10/2017 11:20:00",6.19,"ug/L",26.31338,-80.0806,0.5
"...741","BROWARD","40","05/21/2019 10:00:00",1.08,"ug/L",26.03485,-80.11713,0.5
"...742","BROWARD","112","11/12/2019 12:50:00",1.78,"ug/L",26.16392,-80.12632,0.5
"...743","BROWARD","20","12/16/2019 13:00:00",2.85,"ug/L",26.08717,-80.18547,0.5
"...744","BROWARD","29","05/19/2020 09:55:00",5.05,"ug/L",26.06153,-80.43357,0.5
"...745","BROWARD","40","05/19/2020 09:10:00",1.12,"ug/L",26.03485,-80.11713,0.5
"...746","BROWARD","8","11/08/2022 12:45:00",2.74,"ug/L",26.2305,-80.20485,0.5
"...747","BROWARD","40","11/16/2022 10:58:00",1.82,"ug/L",26.03485,-80.11713,0.5
"...748","BROWARD","124","11/16/2022 09:05:00",4.57,"ug/L",26.06565,-80.21588,0.5
"...749","BROWARD","29","05/09/2023 10:50:00",4.85,"ug/L",26.06153,-80.43357,0.5
"...750","BROWARD","15","03/01/2023 10:39:00",2.8,"ug/L",26.1183,-80.14363,0.5
"...751","BROWARD","26","02/27/2023 11:38:00",5.61,"ug/L",26.06812,-80.1686,0.5
"...752","BROWARD","34","11/07/2018 11:10:00",1,"ug/L",26.26352,-80.0824,0.5
"...753","BROWARD","110","11/18/2019 09:10:00",6.02,"ug/L",26.23132,-80.12687,0.5
"...754","BROWARD","121","03/13/2019 10:25:00",3.38,"ug/L",26.13533,-80.20202,0.5
"...755","BROWARD","33","06/25/2018 10:20:00",5.36,"ug/L",26.31338,-80.0806,0.5
"...756","BROWARD","29","02/20/2020 10:40:00",2.17,"ug/L",26.06153,-80.43357,0.5
"...757","BROWARD","31","05/23/2019 11:20:00",1.68,"ug/L",25.9642,-80.31062,0.5
"...758","BROWARD","19","08/21/2019 10:25:00",7.33,"ug/L",26.10898,-80.15908,0.5
"...759","BROWARD","25","07/10/2017 11:00:00",7.49,"ug/L",26.04815,-80.15513,0.5
"...760","BROWARD","19","09/05/2019 09:45:00",2.47,"ug/L",26.10898,-80.15908,0.5
"...761","BROWARD","37","05/01/2017 12:40:00",1.77,"ug/L",26.13877,-80.10807,0.5
"...762","BROWARD","20","03/01/2023 15:45:00",17.6,"ug/L",26.08717,-80.18547,0.5
"...763","BROWARD","10","11/08/2023 12:25:00",1.82,"ug/L",26.13687,-80.11832,0.5
"...764","BROWARD","112","08/22/2023 12:15:00",4.08,"ug/L",26.16392,-80.12632,0.5
"...765","BROWARD","10","03/04/2019 10:55:00",1.88,"ug/L",26.13687,-80.11832,0.5
"...766","BROWARD","35","02/26/2018 12:00:00",3.41,"ug/L",26.2511,-80.08962,0.5
"...767","BROWARD","64","08/30/2018 11:55:00",42.7,"ug/L",26.12837,-80.17503,0.5
"...768","BROWARD","36","03/06/2017 12:15:00",2.57,"ug/L",26.19035,-80.1025,0.5
"...769","BROWARD","23","03/06/2019 08:55:00",2.26,"ug/L",26.14965,-80.44182,0.5
"...770","BROWARD","6","08/26/2019 13:30:00",2.92,"ug/L",26.2062,-80.13263,0.5
"...771","BROWARD","11","11/12/2019 10:30:00",13.7,"ug/L",26.1733,-80.17093,0.5
"...772","BROWARD","122","11/08/2021 09:10:00",5.75,"ug/L",26.09983,-80.25017,0.5
"...773","BROWARD","15","08/23/2021 09:40:00",1.03,"ug/L",26.1183,-80.14363,0.5
"...774","BROWARD","31","08/30/2021 11:00:00",3.3,"ug/L",25.9642,-80.31062,0.5
"...775","BROWARD","34","09/22/2020 12:30:00",5.12,"ug/L",26.26352,-80.0824,0.5
"...776","BROWARD","23","11/15/2021 10:25:00",1.32,"ug/L",26.14965,-80.44182,0.5
"...777","BROWARD","124","08/23/2021 08:55:00",4.01,"ug/L",26.06565,-80.21588,0.5
"...778","BROWARD","128","03/03/2021 09:35:00",3.36,"ug/L",26.06768,-80.18218,0.5
"...779","BROWARD","10","08/25/2021 13:30:00",2.99,"ug/L",26.13687,-80.11832,0.5
"...780","BROWARD","122","03/01/2021 08:45:00",0.987,"ug/L",26.09983,-80.25017,0.5
"...781","BROWARD","33","09/22/2020 13:00:00",3.78,"ug/L",26.31338,-80.0806,0.5
"...782","BROWARD","121","05/21/2024 11:33:00",4.7,"ug/L",26.13533,-80.20202,0.5
"...783","BROWARD","4","05/22/2024 10:18:00",2.74,"ug/L",26.35132,-80.28333,0.5
"...784","BROWARD","7","03/12/2024 10:35:00",1.49,"ug/L",26.21857,-80.17055,0.5
"...785","BROWARD","22","05/13/2024 08:05:00",5.27,"ug/L",26.11607,-80.3166,0.5
"...786","BROWARD","4","05/02/2017 11:55:00",8.51,"ug/L",26.35132,-80.28333,0.5
"...787","BROWARD","33","05/27/2021 11:45:00",2.21,"ug/L",26.31338,-80.0806,0.5
"...788","BROWARD","120","05/27/2021 12:35:00",10.8,"ug/L",26.32458,-80.099,0.5
"...789","BROWARD","2","08/25/2021 09:55:00",9.83,"ug/L",26.3277,-80.13158,0.5
"...790","BROWARD","1","11/09/2021 10:10:00",4.16,"ug/L",26.32555,-80.09015,0.5
"...791","BROWARD","20","06/24/2020 12:55:00",19.7,"ug/L",26.08717,-80.18547,0.5
"...792","BROWARD","38","03/04/2024 11:08:00",1.2,"ug/L",26.10265,-80.11868,0.5
"...793","BROWARD","29","02/26/2024 09:37:00",0.6,"ug/L",26.06153,-80.43357,0.5
"...794","BROWARD","4","03/11/2024 10:55:00",2.75,"ug/L",26.35132,-80.28333,0.5
"...795","BROWARD","123","03/13/2024 11:53:00",5.86,"ug/L",26.09062,-80.17882,0.5
"...796","BROWARD","39","03/04/2024 10:35:00",0.7,"ug/L",26.0655,-80.11408,0.5
"...797","BROWARD","16","03/13/2024 09:30:00",15.3,"ug/L",26.12202,-80.14653,0.5
"...798","BROWARD","15","03/13/2024 08:50:00",3.6,"ug/L",26.1183,-80.14363,0.5
"...799","BROWARD","4","07/11/2017 11:10:00",9.52,"ug/L",26.35132,-80.28333,0.5
"...800","BROWARD","40","07/12/2017 10:35:00",1.06,"ug/L",26.03485,-80.11713,0.5
"...801","BROWARD","120","03/06/2019 11:20:00",14.2,"ug/L",26.32458,-80.099,0.5
"...802","BROWARD","25","02/26/2018 12:10:00",6.3,"ug/L",26.04815,-80.15513,0.5
"...803","BROWARD","123","05/03/2017 13:00:00",11.1,"ug/L",26.09062,-80.17882,0.5
"...804","BROWARD","39","02/28/2018 11:25:00",1.16,"ug/L",26.0655,-80.11408,0.5
"...805","BROWARD","20","10/03/2019 14:01:00",16,"ug/L",26.08717,-80.18547,0.5
"...806","BROWARD","11","02/18/2020 10:15:00",4.2,"ug/L",26.1733,-80.17093,0.5
"...807","BROWARD","31","09/23/2020 11:25:00",2.48,"ug/L",25.9642,-80.31062,0.5
"...808","BROWARD","17","09/16/2020 11:55:00",13.9,"ug/L",26.13581667,-80.1942,0.5
"...809","BROWARD","11","05/18/2020 10:30:00",10.6,"ug/L",26.1733,-80.17093,0.5
"...810","BROWARD","28","02/26/2024 11:24:00",2.5,"ug/L",26.06385,-80.31325,0.5
"...811","BROWARD","33","03/07/2024 10:25:00",2.05,"ug/L",26.31338,-80.0806,0.5
"...812","BROWARD","1","11/06/2023 10:00:00",8.08,"ug/L",26.32555,-80.09015,0.5
"...813","BROWARD","17","11/01/2023 10:54:00",19.2,"ug/L",26.13581667,-80.1942,0.5
"...814","BROWARD","15","11/01/2023 09:11:00",1.88,"ug/L",26.1183,-80.14363,0.5
"...815","BROWARD","37","11/20/2019 09:45:00",1.3,"ug/L",26.13877,-80.10807,0.5
"...816","BROWARD","8","06/26/2018 12:25:00",1.59,"ug/L",26.2305,-80.20485,0.5
"...817","BROWARD","17","08/26/2019 10:50:00",5.44,"ug/L",26.13581667,-80.1942,0.5
"...818","BROWARD","15","05/30/2019 09:20:00",1.32,"ug/L",26.1183,-80.14363,0.5
"...819","BROWARD","8","05/28/2019 12:35:00",2.66,"ug/L",26.2305,-80.20485,0.5
"...820","BROWARD","123","11/07/2018 13:00:00",2.34,"ug/L",26.09062,-80.17882,0.5
"...821","BROWARD","12","05/28/2019 09:45:00",1.38,"ug/L",26.17312,-80.18698,0.5
"...822","BROWARD","111","11/08/2021 14:15:00",1.65,"ug/L",26.15322,-80.12933,0.5
"...823","BROWARD","7","07/11/2017 12:00:00",1.57,"ug/L",26.21857,-80.17055,0.5
"...824","BROWARD","3","03/11/2019 10:25:00",22.9,"ug/L",26.32783,-80.20302,0.5
"...825","BROWARD","41","02/28/2018 09:50:00",1.12,"ug/L",25.98717,-80.12145,0.5
"...826","BROWARD","38","08/25/2021 12:27:00",1.63,"ug/L",26.10265,-80.11868,0.5
"...827","BROWARD","1","02/22/2021 10:30:00",2.87,"ug/L",26.32555,-80.09015,0.5
"...828","BROWARD","129","10/31/2023 10:42:00",10.1,"ug/L",26.02595,-80.16338,0.5
"...829","BROWARD","23","02/26/2018 09:15:00",1.01,"ug/L",26.14965,-80.44182,0.5
"...830","BROWARD","15","01/22/2020 12:50:00",1.4,"ug/L",26.1183,-80.14363,0.5
"...831","BROWARD","2","03/07/2017 12:00:00",1.82,"ug/L",26.3277,-80.13158,0.5
"...832","BROWARD","5","06/26/2018 11:10:00",6.23,"ug/L",26.22162,-80.10303,0.5
"...833","BROWARD","121","03/13/2019 10:35:00",4.53,"ug/L",26.13533,-80.20202,0.5
"...834","BROWARD","16","11/12/2019 12:20:00",1.7,"ug/L",26.12202,-80.14653,0.5
"...835","BROWARD","128","08/23/2021 09:30:00",5.75,"ug/L",26.06768,-80.18218,0.5
"...836","BROWARD","19","08/23/2021 09:10:00",3.11,"ug/L",26.10898,-80.15908,0.5
"...837","BROWARD","120","02/22/2021 10:00:00",3.73,"ug/L",26.32458,-80.099,0.5
"...838","BROWARD","22","11/15/2021 09:50:00",2.69,"ug/L",26.11607,-80.3166,0.5
"...839","BROWARD","112","08/30/2021 13:05:00",5.75,"ug/L",26.16392,-80.12632,0.5
"...840","BROWARD","25","03/03/2021 11:45:00",2.05,"ug/L",26.04815,-80.15513,0.5
"...841","BROWARD","26","11/15/2021 11:50:00",3.25,"ug/L",26.06812,-80.1686,0.5
"...842","BROWARD","23","11/15/2021 10:35:00",1.46,"ug/L",26.14965,-80.44182,0.5
"...843","BROWARD","112","05/17/2021 13:10:00",3.92,"ug/L",26.16392,-80.12632,0.5
"...844","BROWARD","38","02/28/2018 11:55:00",2.06,"ug/L",26.10265,-80.11868,0.5
"...845","BROWARD","26","07/10/2017 09:30:00",2.42,"ug/L",26.06812,-80.1686,0.5
"...846","BROWARD","40","08/30/2018 11:00:00",0.619,"ug/L",26.03485,-80.11713,0.5
"...847","BROWARD","120","03/06/2017 09:50:00",18.9,"ug/L",26.32458,-80.099,0.5
"...848","BROWARD","23","05/01/2017 09:05:00",15.2,"ug/L",26.14965,-80.44182,0.5
"...849","BROWARD","123","07/12/2017 11:50:00",5.85,"ug/L",26.09062,-80.17882,0.5
"...850","BROWARD","64","05/17/2021 11:40:00",31.4,"ug/L",26.12837,-80.17503,0.5
"...851","BROWARD","11","03/01/2021 10:15:00",20.1,"ug/L",26.1733,-80.17093,0.5
"...852","BROWARD","33","11/09/2021 11:10:00",3.88,"ug/L",26.31338,-80.0806,0.5
"...853","BROWARD","122","08/30/2021 09:10:00",2.78,"ug/L",26.09983,-80.25017,0.5
"...854","BROWARD","7","03/01/2021 11:05:00",1.89,"ug/L",26.21857,-80.17055,0.5
"...855","BROWARD","32","08/30/2021 10:20:00",3.84,"ug/L",25.95677,-80.43062,0.5
"...856","BROWARD","16","08/23/2021 10:05:00",12.4,"ug/L",26.12202,-80.14653,0.5
"...857","BROWARD","23","02/22/2021 09:55:00",0.565,"ug/L",26.14965,-80.44182,0.5
"...858","BROWARD","4","02/24/2021 11:45:00",2.98,"ug/L",26.35132,-80.28333,0.5
"...859","BROWARD","25","05/21/2019 10:20:00",6.4,"ug/L",26.04815,-80.15513,0.5
"...860","BROWARD","120","07/10/2017 09:55:00",3.26,"ug/L",26.32458,-80.099,0.5
"...861","BROWARD","6","02/18/2020 11:35:00",3.66,"ug/L",26.2062,-80.13263,0.5
"...862","BROWARD","34","03/06/2017 11:10:00",1.19,"ug/L",26.26352,-80.0824,0.5
"...863","BROWARD","122","11/12/2019 08:50:00",1.43,"ug/L",26.09983,-80.25017,0.5
"...864","BROWARD","14","05/28/2019 09:15:00",8.17,"ug/L",26.16428,-80.25662,0.5
"...865","BROWARD","8","05/12/2022 13:25:00",2.4,"ug/L",26.2305,-80.20485,0.5
