"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...866","BROWARD","89","08/29/2018 12:20:00",3.14,"ug/L",26.229646,-80.281948,0.5
"...867","BROWARD","1","02/24/2020 11:10:00",2.56,"ug/L",26.32555,-80.09015,0.5
"...868","BROWARD","124","09/06/2019 07:40:00",6.82,"ug/L",26.06565,-80.21588,0.5
"...869","BROWARD","31","05/16/2022 13:10:00",2.02,"ug/L",25.9642,-80.31062,0.5
"...870","BROWARD","123","05/16/2022 15:05:00",2.29,"ug/L",26.09062,-80.17882,0.5
"...871","BROWARD","6","06/26/2018 10:35:00",2.38,"ug/L",26.2062,-80.13263,0.5
"...872","BROWARD","31","08/28/2018 12:00:00",2.53,"ug/L",25.9642,-80.31062,0.5
"...873","BROWARD","7","08/29/2018 11:20:00",2.58,"ug/L",26.21857,-80.17055,0.5
"...874","BROWARD","121","03/08/2017 11:20:00",1.31,"ug/L",26.13533,-80.20202,0.5
"...875","BROWARD","6","11/12/2019 11:50:00",4.01,"ug/L",26.2062,-80.13263,0.5
"...876","BROWARD","40","02/20/2020 11:30:00",1.39,"ug/L",26.03485,-80.11713,0.5
"...877","BROWARD","7","11/12/2019 11:20:00",2.36,"ug/L",26.21857,-80.17055,0.5
"...878","BROWARD","32","02/20/2020 11:15:00",2.43,"ug/L",25.95677,-80.43062,0.5
"...879","BROWARD","28","05/23/2019 07:50:00",5.44,"ug/L",26.06385,-80.31325,0.5
"...880","BROWARD","11","08/30/2021 10:45:00",8.78,"ug/L",26.1733,-80.17093,0.5
"...881","BROWARD","39","03/14/2022 12:10:00",1.38,"ug/L",26.0655,-80.11408,0.5
"...882","BROWARD","7","03/21/2022 10:10:00",3.58,"ug/L",26.21857,-80.17055,0.5
"...883","BROWARD","33","05/18/2022 10:15:00",2.73,"ug/L",26.31338,-80.0806,0.5
"...884","BROWARD","122","09/18/2019 08:20:00",2.29,"ug/L",26.09983,-80.25017,0.5
"...885","BROWARD","120","05/01/2017 09:40:00",9.85,"ug/L",26.32458,-80.099,0.5
"...886","BROWARD","15","09/18/2019 12:00:00",1.99,"ug/L",26.1183,-80.14363,0.5
"...887","BROWARD","32","05/01/2017 10:35:00",5.82,"ug/L",25.95677,-80.43062,0.5
"...888","BROWARD","121","05/16/2022 14:05:00",3.81,"ug/L",26.13533,-80.20202,0.5
"...889","BROWARD","111","05/18/2022 13:45:00",5.01,"ug/L",26.15322,-80.12933,0.5
"...890","BROWARD","112","03/21/2022 11:50:00",1.65,"ug/L",26.16392,-80.12632,0.5
"...891","BROWARD","24","03/16/2022 10:57:00",0.72,"ug/L",26.0595,-80.14398,0.5
"...892","BROWARD","28","08/15/2022 13:30:00",7.47,"ug/L",26.06385,-80.31325,0.5
"...893","BROWARD","5","08/17/2022 13:15:00",9.41,"ug/L",26.22162,-80.10303,0.5
"...894","BROWARD","35","08/22/2022 12:40:00",3.19,"ug/L",26.2511,-80.08962,0.5
"...895","BROWARD","122","08/17/2022 09:30:00",2.19,"ug/L",26.09983,-80.25017,0.5
"...896","BROWARD","23","11/13/2019 10:00:00",1.11,"ug/L",26.14965,-80.44182,0.5
"...897","BROWARD","4","03/11/2019 11:20:00",41.1,"ug/L",26.35132,-80.28333,0.5
"...898","BROWARD","123","08/18/2022 14:05:00",9.47,"ug/L",26.09062,-80.17882,0.5
"...899","BROWARD","23","08/15/2022 10:35:00",9.68,"ug/L",26.14965,-80.44182,0.5
"...900","BROWARD","8","10/30/2023 12:08:00",1.48,"ug/L",26.2305,-80.20485,0.5
"...901","BROWARD","39","11/08/2023 10:52:00",0.65,"ug/L",26.0655,-80.11408,0.5
"...902","BROWARD","10","03/08/2017 12:35:00",1.64,"ug/L",26.13687,-80.11832,0.5
"...903","BROWARD","15","06/27/2018 09:10:00",1.83,"ug/L",26.1183,-80.14363,0.5
"...904","BROWARD","40","05/21/2019 09:50:00",1.16,"ug/L",26.03485,-80.11713,0.5
"...905","BROWARD","35","11/20/2019 11:00:00",1.86,"ug/L",26.2511,-80.08962,0.5
"...906","BROWARD","124","06/25/2018 09:18:00",11.4,"ug/L",26.06565,-80.21588,0.5
"...907","BROWARD","5","02/18/2020 12:05:00",2.91,"ug/L",26.22162,-80.10303,0.5
"...908","BROWARD","120","08/27/2018 09:45:00",3.16,"ug/L",26.32458,-80.099,0.5
"...909","BROWARD","15","09/16/2020 10:20:00",2.68,"ug/L",26.1183,-80.14363,0.5
"...910","BROWARD","36","05/21/2020 11:45:00",7.9,"ug/L",26.19035,-80.1025,0.5
"...911","BROWARD","3","05/20/2020 09:50:00",16.2,"ug/L",26.32783,-80.20302,0.5
"...912","BROWARD","15","08/28/2023 09:25:00",3.26,"ug/L",26.1183,-80.14363,0.5
"...913","BROWARD","40","03/13/2023 10:40:00",1.37,"ug/L",26.03485,-80.11713,0.5
"...914","BROWARD","123","03/08/2017 12:20:00",7.79,"ug/L",26.09062,-80.17882,0.5
"...915","BROWARD","19","03/08/2017 08:55:00",4.79,"ug/L",26.10898,-80.15908,0.5
"...916","BROWARD","11","03/07/2017 10:05:00",9.97,"ug/L",26.1733,-80.17093,0.5
"...917","BROWARD","1","05/23/2019 09:35:00",8,"ug/L",26.32555,-80.09015,0.5
"...918","BROWARD","34","09/11/2019 11:20:00",5.24,"ug/L",26.26352,-80.0824,0.5
"...919","BROWARD","122","05/18/2020 13:00:00",13,"ug/L",26.09983,-80.25017,0.5
"...920","BROWARD","37","05/21/2020 12:20:00",0.231,"ug/L",26.13877,-80.10807,0.5
"...921","BROWARD","125","09/16/2020 12:30:00",3.66,"ug/L",26.1289,-80.11855,0.5
"...922","BROWARD","11","09/14/2020 10:45:00",7.18,"ug/L",26.1733,-80.17093,0.5
"...923","BROWARD","23","03/20/2023 09:17:00",1.18,"ug/L",26.14965,-80.44182,0.5
"...924","BROWARD","8","03/06/2023 14:20:00",2.05,"ug/L",26.2305,-80.20485,0.5
"...925","BROWARD","25","05/16/2023 11:00:00",5.49,"ug/L",26.04815,-80.15513,0.5
"...926","BROWARD","22","11/08/2022 09:38:00",5.03,"ug/L",26.11607,-80.3166,0.5
"...927","BROWARD","121","11/07/2022 11:30:00",2.24,"ug/L",26.13533,-80.20202,0.5
"...928","BROWARD","6","11/07/2022 11:50:00",2.16,"ug/L",26.2062,-80.13263,0.5
"...929","BROWARD","1","09/11/2019 10:25:00",7.65,"ug/L",26.32555,-80.09015,0.5
"...930","BROWARD","64","03/08/2017 10:45:00",28.4,"ug/L",26.12837,-80.17503,0.5
"...931","BROWARD","64","02/28/2018 10:20:00",31.2,"ug/L",26.12837,-80.17503,0.5
"...932","BROWARD","31","03/06/2019 11:20:00",1.32,"ug/L",25.9642,-80.31062,0.5
"...933","BROWARD","17","05/30/2019 11:00:00",5.64,"ug/L",26.13581667,-80.1942,0.5
"...934","BROWARD","129","05/20/2020 11:55:00",3.76,"ug/L",26.02595,-80.16338,0.5
"...935","BROWARD","2","09/21/2020 09:50:00",13.2,"ug/L",26.3277,-80.13158,0.5
"...936","BROWARD","14","09/14/2020 09:40:00",7.94,"ug/L",26.16428,-80.25662,0.5
"...937","BROWARD","2","05/20/2020 09:15:00",4.52,"ug/L",26.3277,-80.13158,0.5
"...938","BROWARD","35","09/22/2020 12:05:00",2.04,"ug/L",26.2511,-80.08962,0.5
"...939","BROWARD","89","05/20/2020 11:00:00",1.57,"ug/L",26.229646,-80.281948,0.5
"...940","BROWARD","4","09/21/2020 11:25:00",9.64,"ug/L",26.35132,-80.28333,0.5
"...941","BROWARD","33","11/14/2022 11:05:00",3.8,"ug/L",26.31338,-80.0806,0.5
"...942","BROWARD","38","11/16/2022 12:17:00",5.6,"ug/L",26.10265,-80.11868,0.5
"...943","BROWARD","17","11/07/2022 11:10:00",4.88,"ug/L",26.13581667,-80.1942,0.5
"...944","BROWARD","36","03/14/2023 13:50:00",3.96,"ug/L",26.19035,-80.1025,0.5
"...945","BROWARD","8","05/11/2023 13:12:00",2.96,"ug/L",26.2305,-80.20485,0.5
"...946","BROWARD","31","05/01/2017 11:20:00",7.66,"ug/L",25.9642,-80.31062,0.5
"...947","BROWARD","23","02/20/2020 10:00:00",7.77,"ug/L",26.14965,-80.44182,0.5
"...948","BROWARD","26","03/06/2017 10:30:00",1.04,"ug/L",26.06812,-80.1686,0.5
"...949","BROWARD","64","02/18/2020 10:50:00",4.95,"ug/L",26.12837,-80.17503,0.5
"...950","BROWARD","23","05/01/2017 09:15:00",14.6,"ug/L",26.14965,-80.44182,0.5
"...951","BROWARD","3","03/07/2017 12:35:00",1.38,"ug/L",26.32783,-80.20302,0.5
"...952","BROWARD","122","11/06/2018 09:10:00",0.509,"ug/L",26.09983,-80.25017,0.5
"...953","BROWARD","14","06/26/2018 08:40:00",7.9,"ug/L",26.16428,-80.25662,0.5
"...954","BROWARD","20","09/18/2019 13:05:00",14,"ug/L",26.08717,-80.18547,0.5
"...955","BROWARD","11","08/29/2018 10:30:00",8.85,"ug/L",26.1733,-80.17093,0.5
"...956","BROWARD","5","11/06/2018 12:50:00",10.8,"ug/L",26.22162,-80.10303,0.5
"...957","BROWARD","89","10/30/2023 11:35:00",1.86,"ug/L",26.229646,-80.281948,0.5
"...958","BROWARD","128","08/23/2023 08:57:00",4.49,"ug/L",26.06768,-80.18218,0.5
"...959","BROWARD","19","11/01/2023 08:35:00",3.15,"ug/L",26.10898,-80.15908,0.5
"...960","BROWARD","122","09/05/2019 07:50:00",2.15,"ug/L",26.09983,-80.25017,0.5
"...961","BROWARD","4","06/26/2018 10:40:00",7.44,"ug/L",26.35132,-80.28333,0.5
"...962","BROWARD","11","05/17/2021 10:10:00",13.4,"ug/L",26.1733,-80.17093,0.5
"...963","BROWARD","125","05/25/2021 12:58:00",2.69,"ug/L",26.1289,-80.11855,0.5
"...964","BROWARD","8","02/24/2021 13:25:00",1.44,"ug/L",26.2305,-80.20485,0.5
"...965","BROWARD","124","05/19/2021 08:55:00",27.5,"ug/L",26.06565,-80.21588,0.5
"...966","BROWARD","6","05/17/2021 11:50:00",3.06,"ug/L",26.2062,-80.13263,0.5
"...967","BROWARD","128","09/23/2020 09:45:00",6.51,"ug/L",26.06768,-80.18218,0.5
"...968","BROWARD","129","05/14/2024 10:45:00",19.7,"ug/L",26.02595,-80.16338,0.5
"...969","BROWARD","25","03/05/2024 10:11:00",8.03,"ug/L",26.04815,-80.15513,0.5
"...970","BROWARD","5","03/12/2024 11:20:00",5.21,"ug/L",26.22162,-80.10303,0.5
"...971","BROWARD","20","03/13/2024 12:25:00",6.39,"ug/L",26.08717,-80.18547,0.5
"...972","BROWARD","10","11/05/2018 13:00:00",1.51,"ug/L",26.13687,-80.11832,0.5
"...973","BROWARD","34","05/01/2017 11:15:00",0.503,"ug/L",26.26352,-80.0824,0.5
"...974","BROWARD","24","11/18/2019 10:40:00",0.556,"ug/L",26.0595,-80.14398,0.5
"...975","BROWARD","125","03/04/2019 10:05:00",2.52,"ug/L",26.1289,-80.11855,0.5
"...976","BROWARD","14","07/11/2017 10:00:00",11.1,"ug/L",26.16428,-80.25662,0.5
"...977","BROWARD","34","02/26/2018 11:35:00",1,"ug/L",26.26352,-80.0824,0.5
"...978","BROWARD","19","05/17/2021 09:05:00",6.7,"ug/L",26.10898,-80.15908,0.5
"...979","BROWARD","20","05/17/2021 14:30:00",29.8,"ug/L",26.08717,-80.18547,0.5
"...980","BROWARD","64","03/03/2021 10:45:00",21.5,"ug/L",26.12837,-80.17503,0.5
"...981","BROWARD","2","11/16/2021 10:15:00",7.51,"ug/L",26.3277,-80.13158,0.5
"...982","BROWARD","25","11/15/2021 12:55:00",6.69,"ug/L",26.04815,-80.15513,0.5
"...983","BROWARD","36","03/07/2024 12:10:00",11.1,"ug/L",26.19035,-80.1025,0.5
"...984","BROWARD","110","05/22/2024 08:19:00",13.2,"ug/L",26.23132,-80.12687,0.5
"...985","BROWARD","15","05/21/2024 09:25:00",1.3,"ug/L",26.1183,-80.14363,0.5
"...986","BROWARD","37","03/07/2024 12:37:00",7.2,"ug/L",26.13877,-80.10807,0.5
"...987","BROWARD","121","03/13/2024 10:46:00",5.02,"ug/L",26.13533,-80.20202,0.5
"...988","BROWARD","112","05/28/2024 11:25:00",3.3,"ug/L",26.16392,-80.12632,0.5
"...989","BROWARD","31","05/13/2024 10:50:00",2.81,"ug/L",25.9642,-80.31062,0.5
"...990","BROWARD","7","05/28/2024 10:00:00",11.4,"ug/L",26.21857,-80.17055,0.5
"...991","BROWARD","34","05/20/2024 10:40:00",2.51,"ug/L",26.26352,-80.0824,0.5
"...992","BROWARD","124","03/05/2024 08:08:00",8.34,"ug/L",26.06565,-80.21588,0.5
"...993","BROWARD","2","07/11/2017 10:00:00",4.19,"ug/L",26.3277,-80.13158,0.5
"...994","BROWARD","32","11/13/2019 10:55:00",1.74,"ug/L",25.95677,-80.43062,0.5
"...995","BROWARD","10","09/06/2019 11:45:00",2.82,"ug/L",26.13687,-80.11832,0.5
"...996","BROWARD","112","03/07/2017 12:45:00",2.38,"ug/L",26.16392,-80.12632,0.5
"...997","BROWARD","7","02/18/2020 10:40:00",7.59,"ug/L",26.21857,-80.17055,0.5
"...998","BROWARD","23","05/19/2020 08:55:00",3.06,"ug/L",26.14965,-80.44182,0.5
"...999","BROWARD","15","10/29/2020 11:30:00",1.98,"ug/L",26.1183,-80.14363,0.5
"...1000","BROWARD","39","05/19/2020 10:10:00",1.13,"ug/L",26.0655,-80.11408,0.5
"...1001","BROWARD","64","03/13/2024 09:54:00",31.5,"ug/L",26.12837,-80.17503,0.5
"...1002","BROWARD","110","08/30/2023 08:39:00",10.6,"ug/L",26.23132,-80.12687,0.5
"...1003","BROWARD","16","11/01/2023 09:55:00",6.79,"ug/L",26.12202,-80.14653,0.5
"...1004","BROWARD","4","10/30/2023 10:45:00",2.73,"ug/L",26.35132,-80.28333,0.5
"...1005","BROWARD","3","08/30/2023 10:07:00",3.32,"ug/L",26.32783,-80.20302,0.5
"...1006","BROWARD","23","08/28/2018 09:30:00",1.39,"ug/L",26.14965,-80.44182,0.5
"...1007","BROWARD","64","10/03/2019 13:30:00",5.51,"ug/L",26.12837,-80.17503,0.5
"...1008","BROWARD","3","06/26/2018 11:15:00",3.77,"ug/L",26.32783,-80.20302,0.5
"...1009","BROWARD","121","08/28/2023 11:39:00",33.2,"ug/L",26.13533,-80.20202,0.5
"...1010","BROWARD","39","06/27/2018 10:45:00",1.58,"ug/L",26.0655,-80.11408,0.5
"...1011","BROWARD","125","06/27/2018 11:45:00",7.16,"ug/L",26.1289,-80.11855,0.5
"...1012","BROWARD","120","11/20/2019 12:20:00",1.62,"ug/L",26.32458,-80.099,0.5
"...1013","BROWARD","64","09/25/2019 12:08:00",66.4,"ug/L",26.12837,-80.17503,0.5
"...1014","BROWARD","123","05/17/2021 13:50:00",13.2,"ug/L",26.09062,-80.17882,0.5
"...1015","BROWARD","6","03/01/2021 11:30:00",1.34,"ug/L",26.2062,-80.13263,0.5
"...1016","BROWARD","16","03/03/2021 10:20:00",7.87,"ug/L",26.12202,-80.14653,0.5
"...1017","BROWARD","40","08/25/2021 11:15:00",0.91,"ug/L",26.03485,-80.11713,0.5
"...1018","BROWARD","37","11/09/2021 12:45:00",2.03,"ug/L",26.13877,-80.10807,0.5
"...1019","BROWARD","11","11/08/2021 11:00:00",2.87,"ug/L",26.1733,-80.17093,0.5
"...1020","BROWARD","22","05/19/2021 08:30:00",3.57,"ug/L",26.11607,-80.3166,0.5
"...1021","BROWARD","33","03/06/2017 10:40:00",2.21,"ug/L",26.31338,-80.0806,0.5
"...1022","BROWARD","11","06/26/2018 09:25:00",12.2,"ug/L",26.1733,-80.17093,0.5
"...1023","BROWARD","14","08/29/2018 09:30:00",6.74,"ug/L",26.16428,-80.25662,0.5
"...1024","BROWARD","64","08/23/2021 10:30:00",30.5,"ug/L",26.12837,-80.17503,0.5
"...1025","BROWARD","29","08/30/2021 09:55:00",3.28,"ug/L",26.06153,-80.43357,0.5
"...1026","BROWARD","3","02/24/2021 11:15:00",12.7,"ug/L",26.32783,-80.20302,0.5
"...1027","BROWARD","112","03/01/2021 13:15:00",3.4,"ug/L",26.16392,-80.12632,0.5
"...1028","BROWARD","123","08/23/2021 12:10:00",11.5,"ug/L",26.09062,-80.17882,0.5
"...1029","BROWARD","41","11/16/2021 10:30:00",1.07,"ug/L",25.98717,-80.12145,0.5
"...1030","BROWARD","8","03/07/2017 14:45:00",0.712,"ug/L",26.2305,-80.20485,0.5
"...1031","BROWARD","36","08/27/2018 12:20:00",5.3,"ug/L",26.19035,-80.1025,0.5
"...1032","BROWARD","4","02/26/2020 12:20:00",11,"ug/L",26.35132,-80.28333,0.5
"...1033","BROWARD","11","08/30/2021 10:55:00",9.16,"ug/L",26.1733,-80.17093,0.5
"...1034","BROWARD","34","08/27/2018 11:10:00",1.76,"ug/L",26.26352,-80.0824,0.5
"...1035","BROWARD","15","08/26/2019 09:30:00",3.04,"ug/L",26.1183,-80.14363,0.5
"...1036","BROWARD","124","08/27/2018 08:45:00",7.6,"ug/L",26.06565,-80.21588,0.5
"...1037","BROWARD","34","08/22/2022 12:00:00",3.99,"ug/L",26.26352,-80.0824,0.5
"...1038","BROWARD","28","06/25/2018 12:00:00",10.2,"ug/L",26.06385,-80.31325,0.5
"...1039","BROWARD","64","11/07/2018 12:30:00",24.2,"ug/L",26.12837,-80.17503,0.5
"...1040","BROWARD","121","06/27/2018 13:05:00",17.1,"ug/L",26.13533,-80.20202,0.5
"...1041","BROWARD","3","08/22/2022 11:30:00",4.78,"ug/L",26.32783,-80.20302,0.5
"...1042","BROWARD","23","11/08/2022 10:50:00",1.84,"ug/L",26.14965,-80.44182,0.5
"...1043","BROWARD","4","03/23/2022 11:30:00",3.26,"ug/L",26.35132,-80.28333,0.5
"...1044","BROWARD","17","05/16/2022 13:10:00",33.1,"ug/L",26.13581667,-80.1942,0.5
"...1045","BROWARD","125","11/13/2019 11:50:00",1.22,"ug/L",26.1289,-80.11855,0.5
"...1046","BROWARD","12","05/02/2017 10:50:00",1.52,"ug/L",26.17312,-80.18698,0.5
"...1047","BROWARD","26","03/04/2019 09:45:00",5.46,"ug/L",26.06812,-80.1686,0.5
"...1048","BROWARD","12","03/11/2019 09:45:00",0.671,"ug/L",26.17312,-80.18698,0.5
"...1049","BROWARD","15","10/03/2019 11:38:00",1.6,"ug/L",26.1183,-80.14363,0.5
"...1050","BROWARD","35","03/16/2022 11:35:00",1.53,"ug/L",26.2511,-80.08962,0.5
"...1051","BROWARD","38","03/14/2022 12:50:00",1.7,"ug/L",26.10265,-80.11868,0.5
"...1052","BROWARD","22","03/14/2022 09:07:00",0.87,"ug/L",26.11607,-80.3166,0.5
"...1053","BROWARD","36","05/18/2022 11:50:00",2.22,"ug/L",26.19035,-80.1025,0.5
"...1054","BROWARD","19","03/21/2022 09:15:00",14.3,"ug/L",26.10898,-80.15908,0.5
"...1055","BROWARD","124","05/23/2022 09:05:00",21.5,"ug/L",26.06565,-80.21588,0.5
"...1056","BROWARD","22","11/05/2018 12:45:00",1.63,"ug/L",26.11607,-80.3166,0.5
"...1057","BROWARD","124","05/21/2019 08:15:00",11.2,"ug/L",26.06565,-80.21588,0.5
"...1058","BROWARD","17","03/13/2019 10:00:00",10.8,"ug/L",26.13581667,-80.1942,0.5
"...1059","BROWARD","112","02/27/2018 14:10:00",9.93,"ug/L",26.16392,-80.12632,0.5
"...1060","BROWARD","32","05/23/2019 10:35:00",3.27,"ug/L",25.95677,-80.43062,0.5
"...1061","BROWARD","15","08/16/2019 13:10:00",6.14,"ug/L",26.1183,-80.14363,0.5
"...1062","BROWARD","64","11/12/2019 11:45:00",1.28,"ug/L",26.12837,-80.17503,0.5
"...1063","BROWARD","64","05/16/2022 12:45:00",33.4,"ug/L",26.12837,-80.17503,0.5
"...1064","BROWARD","6","05/18/2022 12:00:00",6,"ug/L",26.2062,-80.13263,0.5
"...1065","BROWARD","26","03/16/2022 10:20:00",1.27,"ug/L",26.06812,-80.1686,0.5
"...1066","BROWARD","25","03/16/2022 11:31:00",1.35,"ug/L",26.04815,-80.15513,0.5
"...1067","BROWARD","128","05/23/2022 10:00:00",12.2,"ug/L",26.06768,-80.18218,0.5
"...1068","BROWARD","121","03/21/2022 12:00:00",1.49,"ug/L",26.13533,-80.20202,0.5
"...1069","BROWARD","110","03/23/2022 09:25:00",9.13,"ug/L",26.23132,-80.12687,0.5
"...1070","BROWARD","40","03/08/2017 10:00:00",1.36,"ug/L",26.03485,-80.11713,0.5
"...1071","BROWARD","64","08/16/2019 14:45:00",12,"ug/L",26.12837,-80.17503,0.5
"...1072","BROWARD","120","09/11/2019 10:00:00",13.3,"ug/L",26.32458,-80.099,0.5
"...1073","BROWARD","40","11/13/2019 10:00:00",1.05,"ug/L",26.03485,-80.11713,0.5
"...1074","BROWARD","11","07/11/2017 11:15:00",13.8,"ug/L",26.1733,-80.17093,0.5
"...1075","BROWARD","12","05/18/2022 10:15:00",3.72,"ug/L",26.17312,-80.18698,0.5
"...1076","BROWARD","11","08/17/2022 11:10:00",5.13,"ug/L",26.1733,-80.17093,0.5
"...1077","BROWARD","31","08/15/2022 12:45:00",1.57,"ug/L",25.9642,-80.31062,0.5
"...1078","BROWARD","112","08/17/2022 14:00:00",1.85,"ug/L",26.16392,-80.12632,0.5
"...1079","BROWARD","19","09/25/2019 09:45:00",2.64,"ug/L",26.10898,-80.15908,0.5
"...1080","BROWARD","36","11/07/2018 10:20:00",2.57,"ug/L",26.19035,-80.1025,0.5
"...1081","BROWARD","35","05/01/2017 11:30:00",1.02,"ug/L",26.2511,-80.08962,0.5
"...1082","BROWARD","3","05/02/2017 11:15:00",9.03,"ug/L",26.32783,-80.20302,0.5
"...1083","BROWARD","40","11/13/2019 10:10:00",1.26,"ug/L",26.03485,-80.11713,0.5
"...1084","BROWARD","36","07/10/2017 12:35:00",4.83,"ug/L",26.19035,-80.1025,0.5
"...1085","BROWARD","40","03/04/2019 09:20:00",1.1,"ug/L",26.03485,-80.11713,0.5
"...1086","BROWARD","124","11/05/2018 09:15:00",3.47,"ug/L",26.06565,-80.21588,0.5
"...1087","BROWARD","20","05/03/2017 13:30:00",9.66,"ug/L",26.08717,-80.18547,0.5
"...1088","BROWARD","129","08/24/2022 12:10:00",5.34,"ug/L",26.02595,-80.16338,0.5
"...1089","BROWARD","5","06/20/2023 12:10:00",4.49,"ug/L",26.22162,-80.10303,0.5
"...1090","BROWARD","4","03/06/2023 12:25:00",4.88,"ug/L",26.35132,-80.28333,0.5
"...1091","BROWARD","120","03/14/2023 09:45:00",2.22,"ug/L",26.32458,-80.099,0.5
"...1092","BROWARD","12","06/20/2023 09:52:00",9.18,"ug/L",26.17312,-80.18698,0.5
"...1093","BROWARD","37","06/22/2023 13:00:00",8.32,"ug/L",26.13877,-80.10807,0.5
"...1094","BROWARD","23","03/20/2023 09:37:00",1.1,"ug/L",26.14965,-80.44182,0.5
"...1095","BROWARD","2","09/09/2019 10:40:00",15,"ug/L",26.3277,-80.13158,0.5
"...1096","BROWARD","8","11/06/2018 12:25:00",1.2,"ug/L",26.2305,-80.20485,0.5
"...1097","BROWARD","10","11/13/2019 12:15:00",1.97,"ug/L",26.13687,-80.11832,0.5
"...1098","BROWARD","122","08/29/2018 08:50:00",2.92,"ug/L",26.09983,-80.25017,0.5
"...1099","BROWARD","35","05/21/2020 11:20:00",5.23,"ug/L",26.2511,-80.08962,0.5
"...1100","BROWARD","6","05/18/2020 09:10:00",3.39,"ug/L",26.2062,-80.13263,0.5
"...1101","BROWARD","121","09/16/2020 12:35:00",12.4,"ug/L",26.13533,-80.20202,0.5
"...1102","BROWARD","35","05/21/2020 11:10:00",5.22,"ug/L",26.2511,-80.08962,0.5
"...1103","BROWARD","122","11/02/2023 08:10:00",1.02,"ug/L",26.09983,-80.25017,0.5
"...1104","BROWARD","38","11/08/2023 11:25:00",2.11,"ug/L",26.10265,-80.11868,0.5
"...1105","BROWARD","3","05/11/2023 10:51:00",21.6,"ug/L",26.32783,-80.20302,0.5
"...1106","BROWARD","14","03/07/2023 10:25:00",10,"ug/L",26.16428,-80.25662,0.5
"...1107","BROWARD","24","05/16/2023 10:33:00",2.49,"ug/L",26.0595,-80.14398,0.5
"...1108","BROWARD","28","05/09/2023 12:33:00",2.53,"ug/L",26.06385,-80.31325,0.5
"...1109","BROWARD","7","03/07/2023 12:45:00",4.67,"ug/L",26.21857,-80.17055,0.5
"...1110","BROWARD","28","11/13/2019 12:15:00",1.82,"ug/L",26.06385,-80.31325,0.5
"...1111","BROWARD","28","09/05/2019 10:40:00",6.63,"ug/L",26.06385,-80.31325,0.5
"...1112","BROWARD","129","09/23/2020 11:45:00",11.3,"ug/L",26.02595,-80.16338,0.5
"...1113","BROWARD","14","05/18/2020 11:30:00",9.61,"ug/L",26.16428,-80.25662,0.5
"...1114","BROWARD","22","05/19/2020 12:00:00",2.95,"ug/L",26.11607,-80.3166,0.5
"...1115","BROWARD","121","05/18/2020 12:15:00",9.45,"ug/L",26.13533,-80.20202,0.5
"...1116","BROWARD","1","05/21/2020 10:00:00",3.1,"ug/L",26.32555,-80.09015,0.5
"...1117","BROWARD","64","08/26/2020 13:20:00",18.7,"ug/L",26.12837,-80.17503,0.5
"...1118","BROWARD","16","05/30/2023 10:08:00",8.92,"ug/L",26.12202,-80.14653,0.5
"...1119","BROWARD","89","05/11/2023 12:34:00",2.42,"ug/L",26.229646,-80.281948,0.5
"...1120","BROWARD","20","11/07/2022 13:20:00",41.1,"ug/L",26.08717,-80.18547,0.5
"...1121","BROWARD","35","11/14/2022 12:20:00",3.31,"ug/L",26.2511,-80.08962,0.5
"...1122","BROWARD","38","07/12/2017 12:00:00",3.26,"ug/L",26.10265,-80.11868,0.5
"...1123","BROWARD","29","06/25/2018 10:25:00",7.92,"ug/L",26.06153,-80.43357,0.5
"...1124","BROWARD","4","11/18/2019 11:20:00",14.3,"ug/L",26.35132,-80.28333,0.5
"...1125","BROWARD","11","03/11/2019 10:25:00",35.8,"ug/L",26.1733,-80.17093,0.5
"...1126","BROWARD","11","05/18/2020 10:40:00",10.9,"ug/L",26.1733,-80.17093,0.5
"...1127","BROWARD","121","09/16/2020 12:25:00",13.7,"ug/L",26.13533,-80.20202,0.5
"...1128","BROWARD","40","05/19/2020 09:20:00",1.12,"ug/L",26.03485,-80.11713,0.5
"...1129","BROWARD","22","09/23/2020 09:00:00",1.46,"ug/L",26.11607,-80.3166,0.5
"...1130","BROWARD","5","11/07/2022 12:20:00",3.15,"ug/L",26.22162,-80.10303,0.5
"...1131","BROWARD","110","11/08/2022 09:10:00",9.74,"ug/L",26.23132,-80.12687,0.5
"...1132","BROWARD","64","11/07/2022 10:35:00",56.2,"ug/L",26.12837,-80.17503,0.5
"...1133","BROWARD","112","11/07/2022 12:55:00",1.62,"ug/L",26.16392,-80.12632,0.5
"...1134","BROWARD","35","11/07/2018 10:50:00",1.39,"ug/L",26.2511,-80.08962,0.5
"...1135","BROWARD","23","03/06/2019 08:45:00",2.3,"ug/L",26.14965,-80.44182,0.5
"...1136","BROWARD","14","08/26/2019 11:40:00",9.69,"ug/L",26.16428,-80.25662,0.5
"...1137","BROWARD","25","03/04/2019 10:50:00",10.5,"ug/L",26.04815,-80.15513,0.5
"...1138","BROWARD","3","09/09/2019 11:20:00",9.77,"ug/L",26.32783,-80.20302,0.5
"...1139","BROWARD","8","11/18/2019 12:30:00",1.38,"ug/L",26.2305,-80.20485,0.5
"...1140","BROWARD","22","11/13/2019 09:10:00",2.71,"ug/L",26.11607,-80.3166,0.5
"...1141","BROWARD","124","02/26/2018 09:15:00",5.32,"ug/L",26.06565,-80.21588,0.5
