"","X","datetime","source","site","analyte","value","units","latitude","longitude","sample_depth"
"1589","...140708","'03/03/2009'","BROWARD","114","Ammonia_plus_Ammonium",0.305,"mg/l",NA,NA,0.5
"1590","...140713","'03/03/2009'","BROWARD","114","Ammonia_plus_Ammonium",0.305,"mg/l",NA,NA,0.5
"1591","...140726","'03/03/2009'","BROWARD","32","Ammonia_plus_Ammonium",0.091,"mg/l",NA,NA,0.5
"1592","...140734","'03/03/2009'","BROWARD","29","Ammonia_plus_Ammonium",0.597,"mg/l",NA,NA,0.5
"1593","...140743","'03/03/2009'","BROWARD","23","Ammonia_plus_Ammonium",0.412,"mg/l",NA,NA,0.5
"1594","...140755","'03/02/2009'","BROWARD","37","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1595","...140761","'03/02/2009'","BROWARD","111","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1596","...140775","'03/02/2009'","BROWARD","112","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1597","...140780","'03/02/2009'","BROWARD","36","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1598","...140791","'03/02/2009'","BROWARD","8","Ammonia_plus_Ammonium",0.028,"mg/l",NA,NA,0.5
"1599","...140806","'03/02/2009'","BROWARD","5","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1600","...140817","'03/02/2009'","BROWARD","35","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1601","...140821","'03/02/2009'","BROWARD","89","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"1602","...140832","'03/02/2009'","BROWARD","35","Ammonia_plus_Ammonium",0.023,"mg/l",NA,NA,0.5
"1603","...140841","'03/02/2009'","BROWARD","6","Ammonia_plus_Ammonium",0.053,"mg/l",NA,NA,0.5
"1604","...140851","'03/02/2009'","BROWARD","34","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1605","...140866","'03/02/2009'","BROWARD","7","Ammonia_plus_Ammonium",0.057,"mg/l",NA,NA,0.5
"1606","...140876","'03/02/2009'","BROWARD","4","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1607","...140884","'03/02/2009'","BROWARD","4","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1608","...140892","'03/02/2009'","BROWARD","33","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1609","...140908","'03/02/2009'","BROWARD","11","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1610","...140917","'03/02/2009'","BROWARD","3","Ammonia_plus_Ammonium",0.078,"mg/l",NA,NA,0.5
"1611","...140919","'03/02/2009'","BROWARD","11","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1612","...140930","'03/02/2009'","BROWARD","12","Ammonia_plus_Ammonium",0.049,"mg/l",NA,NA,0.5
"1613","...140948","'03/02/2009'","BROWARD","2","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1614","...140953","'03/02/2009'","BROWARD","1","Ammonia_plus_Ammonium",0.016,"mg/l",NA,NA,0.5
"1615","...140966","'03/02/2009'","BROWARD","14","Ammonia_plus_Ammonium",0.218,"mg/l",NA,NA,0.5
"1616","...140969","'03/02/2009'","BROWARD","110","Ammonia_plus_Ammonium",0.035,"mg/l",NA,NA,0.5
"1617","...140989","'08/06/2008'","BROWARD","20","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,0.5
"1618","...140995","'08/06/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.075,"mg/l",NA,NA,0.5
"1619","...141005","'08/06/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.074,"mg/l",NA,NA,0.5
"1620","...141021","'08/06/2008'","BROWARD","10","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1621","...141022","'08/06/2008'","BROWARD","28","Ammonia_plus_Ammonium",0.186,"mg/l",NA,NA,0.5
"1622","...141038","'08/06/2008'","BROWARD","49","Ammonia_plus_Ammonium",0.045,"mg/l",NA,NA,0.5
"1623","...141046","'08/06/2008'","BROWARD","19","Ammonia_plus_Ammonium",0.057,"mg/l",NA,NA,0.5
"1624","...141060","'08/06/2008'","BROWARD","31","Ammonia_plus_Ammonium",0.266,"mg/l",NA,NA,0.5
"1625","...141073","'08/06/2008'","BROWARD","15","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"1626","...141080","'08/06/2008'","BROWARD","38","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1627","...141098","'08/06/2008'","BROWARD","22","Ammonia_plus_Ammonium",0.312,"mg/l",NA,NA,0.5
"1628","...141106","'08/06/2008'","BROWARD","39","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1629","...141111","'08/06/2008'","BROWARD","16","Ammonia_plus_Ammonium",0.038,"mg/l",NA,NA,0.5
"1630","...141128","'08/06/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.018,"mg/l",NA,NA,0.5
"1631","...141142","'08/06/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.024,"mg/l",NA,NA,0.5
"1632","...141146","'08/06/2008'","BROWARD","25","Ammonia_plus_Ammonium",0.131,"mg/l",NA,NA,0.5
"1633","...141158","'08/06/2008'","BROWARD","64","Ammonia_plus_Ammonium",0.097,"mg/l",NA,NA,0.5
"1634","...141168","'08/06/2008'","BROWARD","24","Ammonia_plus_Ammonium",0.045,"mg/l",NA,NA,0.5
"1635","...141179","'08/06/2008'","BROWARD","41","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1636","...141188","'08/06/2008'","BROWARD","26","Ammonia_plus_Ammonium",0.128,"mg/l",NA,NA,0.5
"1637","...141208","'08/06/2008'","BROWARD","17","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1638","...141216","'08/06/2008'","BROWARD","27","Ammonia_plus_Ammonium",0.279,"mg/l",NA,NA,0.5
"1639","...141228","'08/06/2008'","BROWARD","27","Ammonia_plus_Ammonium",0.26,"mg/l",NA,NA,0.5
"1640","...141240","'08/06/2008'","BROWARD","21","Ammonia_plus_Ammonium",0.19,"mg/l",NA,NA,0.5
"1641","...141245","'08/05/2008'","BROWARD","32","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"1642","...141257","'08/05/2008'","BROWARD","114","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1643","...141268","'08/05/2008'","BROWARD","114","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1644","...141276","'08/05/2008'","BROWARD","29","Ammonia_plus_Ammonium",0.225,"mg/l",NA,NA,0.5
"1645","...141289","'08/05/2008'","BROWARD","23","Ammonia_plus_Ammonium",0.222,"mg/l",NA,NA,0.5
"1646","...141302","'08/04/2008'","BROWARD","37","Ammonia_plus_Ammonium",0.021,"mg/l",NA,NA,0.5
"1647","...141308","'08/04/2008'","BROWARD","36","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1648","...141325","'08/04/2008'","BROWARD","111","Ammonia_plus_Ammonium",0.04,"mg/l",NA,NA,0.5
"1649","...141339","'08/04/2008'","BROWARD","112","Ammonia_plus_Ammonium",0.074,"mg/l",NA,NA,0.5
"1650","...141343","'08/04/2008'","BROWARD","89","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1651","...141357","'08/04/2008'","BROWARD","5","Ammonia_plus_Ammonium",0.015,"mg/l",NA,NA,0.5
"1652","...141373","'08/04/2008'","BROWARD","35","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1653","...141380","'08/04/2008'","BROWARD","35","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1654","...141387","'08/04/2008'","BROWARD","8","Ammonia_plus_Ammonium",0.032,"mg/l",NA,NA,0.5
"1655","...141401","'08/04/2008'","BROWARD","6","Ammonia_plus_Ammonium",0.054,"mg/l",NA,NA,0.5
"1656","...141416","'08/04/2008'","BROWARD","34","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1657","...141427","'08/04/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.323,"mg/l",NA,NA,0.5
"1658","...141436","'08/04/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.338,"mg/l",NA,NA,0.5
"1659","...141448","'08/04/2008'","BROWARD","7","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1660","...141451","'08/04/2008'","BROWARD","3","Ammonia_plus_Ammonium",0.171,"mg/l",NA,NA,0.5
"1661","...141462","'08/04/2008'","BROWARD","33","Ammonia_plus_Ammonium",0.025,"mg/l",NA,NA,0.5
"1662","...141481","'08/04/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.129,"mg/l",NA,NA,0.5
"1663","...141492","'08/04/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.131,"mg/l",NA,NA,0.5
"1664","...141499","'08/04/2008'","BROWARD","2","Ammonia_plus_Ammonium",0.095,"mg/l",NA,NA,0.5
"1665","...141506","'08/04/2008'","BROWARD","12","Ammonia_plus_Ammonium",0.15,"mg/l",NA,NA,0.5
"1666","...141523","'08/04/2008'","BROWARD","1","Ammonia_plus_Ammonium",0.05,"mg/l",NA,NA,0.5
"1667","...141535","'08/04/2008'","BROWARD","14","Ammonia_plus_Ammonium",0.226,"mg/l",NA,NA,0.5
"1668","...141549","'08/04/2008'","BROWARD","110","Ammonia_plus_Ammonium",0.105,"mg/l",NA,NA,0.5
"1669","...141552","'05/14/2008'","BROWARD","10","Ammonia_plus_Ammonium",0.022,"mg/l",NA,NA,0.5
"1670","...141570","'05/14/2008'","BROWARD","49","Ammonia_plus_Ammonium",0.05,"mg/l",NA,NA,0.5
"1671","...141573","'05/14/2008'","BROWARD","22","Ammonia_plus_Ammonium",0.448,"mg/l",NA,NA,0.5
"1672","...141591","'05/14/2008'","BROWARD","28","Ammonia_plus_Ammonium",0.063,"mg/l",NA,NA,0.5
"1673","...141604","'05/14/2008'","BROWARD","21","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1674","...141610","'05/14/2008'","BROWARD","38","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1675","...141616","'05/14/2008'","BROWARD","31","Ammonia_plus_Ammonium",0.088,"mg/l",NA,NA,0.5
"1676","...141629","'05/14/2008'","BROWARD","20","Ammonia_plus_Ammonium",0.047,"mg/l",NA,NA,0.5
"1677","...141643","'05/14/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.031,"mg/l",NA,NA,0.5
"1678","...141650","'05/14/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.061,"mg/l",NA,NA,0.5
"1679","...141660","'05/14/2008'","BROWARD","39","Ammonia_plus_Ammonium",0.083,"mg/l",NA,NA,0.5
"1680","...141681","'05/14/2008'","BROWARD","25","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1681","...141691","'05/14/2008'","BROWARD","17","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1682","...141694","'05/14/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.017,"mg/l",NA,NA,0.5
"1683","...141711","'05/14/2008'","BROWARD","24","Ammonia_plus_Ammonium",0.039,"mg/l",NA,NA,0.5
"1684","...141720","'05/14/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.028,"mg/l",NA,NA,0.5
"1685","...141730","'05/14/2008'","BROWARD","64","Ammonia_plus_Ammonium",0.016,"mg/l",NA,NA,0.5
"1686","...141747","'05/14/2008'","BROWARD","16","Ammonia_plus_Ammonium",0.016,"mg/l",NA,NA,0.5
"1687","...141753","'05/14/2008'","BROWARD","26","Ammonia_plus_Ammonium",0.018,"mg/l",NA,NA,0.5
"1688","...141761","'05/14/2008'","BROWARD","15","Ammonia_plus_Ammonium",0.042,"mg/l",NA,NA,0.5
"1689","...141777","'05/14/2008'","BROWARD","41","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1690","...141790","'05/14/2008'","BROWARD","27","Ammonia_plus_Ammonium",0.035,"mg/l",NA,NA,0.5
"1691","...141793","'05/14/2008'","BROWARD","19","Ammonia_plus_Ammonium",0.028,"mg/l",NA,NA,0.5
"1692","...141813","'05/14/2008'","BROWARD","27","Ammonia_plus_Ammonium",0.036,"mg/l",NA,NA,0.5
"1693","...141819","'05/13/2008'","BROWARD","114","Ammonia_plus_Ammonium",0.186,"mg/l",NA,NA,0.5
"1694","...141828","'05/13/2008'","BROWARD","114","Ammonia_plus_Ammonium",0.216,"mg/l",NA,NA,0.5
"1695","...141842","'05/13/2008'","BROWARD","32","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1696","...141851","'05/13/2008'","BROWARD","29","Ammonia_plus_Ammonium",0.31,"mg/l",NA,NA,0.5
"1697","...141865","'05/13/2008'","BROWARD","23","Ammonia_plus_Ammonium",0.452,"mg/l",NA,NA,0.5
"1698","...141879","'05/12/2008'","BROWARD","111","Ammonia_plus_Ammonium",0.064,"mg/l",NA,NA,0.5
"1699","...141884","'05/12/2008'","BROWARD","112","Ammonia_plus_Ammonium",0.096,"mg/l",NA,NA,0.5
"1700","...141891","'05/12/2008'","BROWARD","8","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1701","...141912","'05/12/2008'","BROWARD","37","Ammonia_plus_Ammonium",0.044,"mg/l",NA,NA,0.5
"1702","...141913","'05/12/2008'","BROWARD","89","Ammonia_plus_Ammonium",0.151,"mg/l",NA,NA,0.5
"1703","...141924","'05/12/2008'","BROWARD","5","Ammonia_plus_Ammonium",0.046,"mg/l",NA,NA,0.5
"1704","...141943","'05/12/2008'","BROWARD","36","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1705","...141955","'05/12/2008'","BROWARD","6","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1706","...141960","'05/12/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.193,"mg/l",NA,NA,0.5
"1707","...141975","'05/12/2008'","BROWARD","35","Ammonia_plus_Ammonium",0.042,"mg/l",NA,NA,0.5
"1708","...141988","'05/12/2008'","BROWARD","35","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,0.5
"1709","...141997","'05/12/2008'","BROWARD","7","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1710","...142002","'05/12/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.19,"mg/l",NA,NA,0.5
"1711","...142022","'05/12/2008'","BROWARD","34","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1712","...142028","'05/12/2008'","BROWARD","3","Ammonia_plus_Ammonium",0.16,"mg/l",NA,NA,0.5
"1713","...142042","'05/12/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"1714","...142053","'05/12/2008'","BROWARD","33","Ammonia_plus_Ammonium",0.052,"mg/l",NA,NA,0.5
"1715","...142060","'05/12/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"1716","...142070","'05/12/2008'","BROWARD","2","Ammonia_plus_Ammonium",0.038,"mg/l",NA,NA,0.5
"1717","...142086","'05/12/2008'","BROWARD","12","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"1718","...142094","'05/12/2008'","BROWARD","1","Ammonia_plus_Ammonium",0.09,"mg/l",NA,NA,0.5
"1719","...142107","'05/12/2008'","BROWARD","110","Ammonia_plus_Ammonium",0.072,"mg/l",NA,NA,0.5
"1720","...142114","'05/12/2008'","BROWARD","14","Ammonia_plus_Ammonium",0.024,"mg/l",NA,NA,0.5
"1721","...142130","'02/20/2008'","BROWARD","110","Ammonia_plus_Ammonium",0.063,"mg/l",NA,NA,0.5
"1722","...142134","'02/20/2008'","BROWARD","2","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1723","...142146","'02/20/2008'","BROWARD","22","Ammonia_plus_Ammonium",0.326,"mg/l",NA,NA,0.5
"1724","...142158","'02/20/2008'","BROWARD","28","Ammonia_plus_Ammonium",0.15,"mg/l",NA,NA,0.5
"1725","...142173","'02/20/2008'","BROWARD","10","Ammonia_plus_Ammonium",0.049,"mg/l",NA,NA,0.5
"1726","...142182","'02/20/2008'","BROWARD","31","Ammonia_plus_Ammonium",0.229,"mg/l",NA,NA,0.5
"1727","...142190","'02/20/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.49,"mg/l",NA,NA,0.5
"1728","...142201","'02/20/2008'","BROWARD","4","Ammonia_plus_Ammonium",0.486,"mg/l",NA,NA,0.5
"1729","...142217","'02/20/2008'","BROWARD","31","Ammonia_plus_Ammonium",0.228,"mg/l",NA,NA,0.5
"1730","...142228","'02/20/2008'","BROWARD","49","Ammonia_plus_Ammonium",0.059,"mg/l",NA,NA,0.5
"1731","...142236","'02/20/2008'","BROWARD","3","Ammonia_plus_Ammonium",0.063,"mg/l",NA,NA,0.5
"1732","...142246","'02/20/2008'","BROWARD","38","Ammonia_plus_Ammonium",0.02,"mg/l",NA,NA,0.5
"1733","...142261","'02/20/2008'","BROWARD","25","Ammonia_plus_Ammonium",0.287,"mg/l",NA,NA,0.5
"1734","...142268","'02/20/2008'","BROWARD","8","Ammonia_plus_Ammonium",0.038,"mg/l",NA,NA,0.5
"1735","...142279","'02/20/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.017,"mg/l",NA,NA,0.5
"1736","...142288","'02/20/2008'","BROWARD","26","Ammonia_plus_Ammonium",0.268,"mg/l",NA,NA,0.5
"1737","...142304","'02/20/2008'","BROWARD","89","Ammonia_plus_Ammonium",0.184,"mg/l",NA,NA,0.5
"1738","...142310","'02/20/2008'","BROWARD","40","Ammonia_plus_Ammonium",0.021,"mg/l",NA,NA,0.5
"1739","...142322","'02/20/2008'","BROWARD","24","Ammonia_plus_Ammonium",0.078,"mg/l",NA,NA,0.5
"1740","...142338","'02/20/2008'","BROWARD","41","Ammonia_plus_Ammonium",0.04,"mg/l",NA,NA,0.5
"1741","...142347","'02/20/2008'","BROWARD","27","Ammonia_plus_Ammonium",0.175,"mg/l",NA,NA,0.5
"1742","...142359","'02/19/2008'","BROWARD","32","Ammonia_plus_Ammonium",0.158,"mg/l",NA,NA,0.5
"1743","...142366","'02/19/2008'","BROWARD","114","Ammonia_plus_Ammonium",0.188,"mg/l",NA,NA,0.5
"1744","...142375","'02/19/2008'","BROWARD","114","Ammonia_plus_Ammonium",0.19,"mg/l",NA,NA,0.5
"1745","...142386","'02/19/2008'","BROWARD","29","Ammonia_plus_Ammonium",0.284,"mg/l",NA,NA,0.5
"1746","...142398","'02/19/2008'","BROWARD","23","Ammonia_plus_Ammonium",0.457,"mg/l",NA,NA,0.5
"1747","...142413","'02/18/2008'","BROWARD","37","Ammonia_plus_Ammonium",0.033,"mg/l",NA,NA,0.5
"1748","...142422","'02/18/2008'","BROWARD","36","Ammonia_plus_Ammonium",0.043,"mg/l",NA,NA,0.5
"1749","...142436","'02/18/2008'","BROWARD","35","Ammonia_plus_Ammonium",0.047,"mg/l",NA,NA,0.5
"1750","...142444","'02/18/2008'","BROWARD","35","Ammonia_plus_Ammonium",0.046,"mg/l",NA,NA,0.5
"1751","...142452","'02/18/2008'","BROWARD","21","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,0.5
"1752","...142464","'02/18/2008'","BROWARD","34","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"1753","...142477","'02/18/2008'","BROWARD","20","Ammonia_plus_Ammonium",0.117,"mg/l",NA,NA,0.5
"1754","...142487","'02/18/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.046,"mg/l",NA,NA,0.5
"1755","...142499","'02/18/2008'","BROWARD","7","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1756","...142509","'02/18/2008'","BROWARD","90","Ammonia_plus_Ammonium",0.056,"mg/l",NA,NA,0.5
"1757","...142524","'02/18/2008'","BROWARD","6","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"1758","...142533","'02/18/2008'","BROWARD","5","Ammonia_plus_Ammonium",0.089,"mg/l",NA,NA,0.5
"1759","...142544","'02/18/2008'","BROWARD","17","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1760","...142560","'02/18/2008'","BROWARD","111","Ammonia_plus_Ammonium",0.103,"mg/l",NA,NA,0.5
"1761","...142567","'02/18/2008'","BROWARD","64","Ammonia_plus_Ammonium",0.194,"mg/l",NA,NA,0.5
"1762","...142583","'02/18/2008'","BROWARD","112","Ammonia_plus_Ammonium",0.09,"mg/l",NA,NA,0.5
"1763","...142594","'02/18/2008'","BROWARD","16","Ammonia_plus_Ammonium",0.258,"mg/l",NA,NA,0.5
"1764","...142601","'02/18/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"1765","...142607","'02/18/2008'","BROWARD","33","Ammonia_plus_Ammonium",0.078,"mg/l",NA,NA,0.5
"1766","...142618","'02/18/2008'","BROWARD","11","Ammonia_plus_Ammonium",0.03,"mg/l",NA,NA,0.5
"1767","...142629","'02/18/2008'","BROWARD","15","Ammonia_plus_Ammonium",0.067,"mg/l",NA,NA,0.5
"1768","...142649","'02/18/2008'","BROWARD","1","Ammonia_plus_Ammonium",0.107,"mg/l",NA,NA,0.5
"1769","...142658","'02/18/2008'","BROWARD","12","Ammonia_plus_Ammonium",0.04,"mg/l",NA,NA,0.5
"1770","...142666","'02/18/2008'","BROWARD","19","Ammonia_plus_Ammonium",0.073,"mg/l",NA,NA,0.5
"1771","...142681","'02/18/2008'","BROWARD","14","Ammonia_plus_Ammonium",0.203,"mg/l",NA,NA,0.5
"1772","...142685","'11/15/2007'","BROWARD","20","Ammonia_plus_Ammonium",0.041,"mg/l",NA,NA,0.5
"1773","...142694","'11/15/2007'","BROWARD","10","Ammonia_plus_Ammonium",0.019,"mg/l",NA,NA,0.5
"1774","...142702","'11/15/2007'","BROWARD","90","Ammonia_plus_Ammonium",0.055,"mg/l",NA,NA,0.5
"1775","...142710","'11/15/2007'","BROWARD","22","Ammonia_plus_Ammonium",0.573,"mg/l",NA,NA,0.5
"1776","...142721","'11/15/2007'","BROWARD","90","Ammonia_plus_Ammonium",0.07,"mg/l",NA,NA,0.5
"1777","...142735","'11/15/2007'","BROWARD","49","Ammonia_plus_Ammonium",0.033,"mg/l",NA,NA,0.5
"1778","...142745","'11/15/2007'","BROWARD","28","Ammonia_plus_Ammonium",0.164,"mg/l",NA,NA,0.5
"1779","...142753","'11/15/2007'","BROWARD","19","Ammonia_plus_Ammonium",0.069,"mg/l",NA,NA,0.5
"1780","...142758","'11/15/2007'","BROWARD","38","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1781","...142765","'11/15/2007'","BROWARD","31","Ammonia_plus_Ammonium",0.171,"mg/l",NA,NA,0.5
"1782","...142779","'11/15/2007'","BROWARD","15","Ammonia_plus_Ammonium",0.018,"mg/l",NA,NA,0.5
"1783","...142789","'11/15/2007'","BROWARD","39","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1784","...142794","'11/15/2007'","BROWARD","40","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1785","...142800","'11/15/2007'","BROWARD","16","Ammonia_plus_Ammonium",0.106,"mg/l",NA,NA,0.5
"1786","...142813","'11/15/2007'","BROWARD","40","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1787","...142819","'11/15/2007'","BROWARD","25","Ammonia_plus_Ammonium",0.31,"mg/l",NA,NA,0.5
"1788","...142827","'11/15/2007'","BROWARD","64","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1789","...142839","'11/15/2007'","BROWARD","41","Ammonia_plus_Ammonium",0.039,"mg/l",NA,NA,0.5
"1790","...142853","'11/15/2007'","BROWARD","24","Ammonia_plus_Ammonium",0.083,"mg/l",NA,NA,0.5
"1791","...142857","'11/15/2007'","BROWARD","17","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1792","...142870","'11/15/2007'","BROWARD","26","Ammonia_plus_Ammonium",0.172,"mg/l",NA,NA,0.5
"1793","...142880","'11/15/2007'","BROWARD","27","Ammonia_plus_Ammonium",0.124,"mg/l",NA,NA,0.5
"1794","...142888","'11/15/2007'","BROWARD","21","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1795","...142895","'11/15/2007'","BROWARD","27","Ammonia_plus_Ammonium",0.498,"mg/l",NA,NA,0.5
"1796","...142900","'11/14/2007'","BROWARD","89","Ammonia_plus_Ammonium",0.134,"mg/l",NA,NA,0.5
"1797","...142913","'11/14/2007'","BROWARD","37","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1798","...142925","'11/14/2007'","BROWARD","8","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1799","...142929","'11/14/2007'","BROWARD","111","Ammonia_plus_Ammonium",0.083,"mg/l",NA,NA,0.5
"1800","...142938","'11/14/2007'","BROWARD","36","Ammonia_plus_Ammonium",0.021,"mg/l",NA,NA,0.5
"1801","...142946","'11/14/2007'","BROWARD","112","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1802","...142955","'11/14/2007'","BROWARD","5","Ammonia_plus_Ammonium",0.034,"mg/l",NA,NA,0.5
"1803","...142970","'11/14/2007'","BROWARD","35","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1804","...142978","'11/14/2007'","BROWARD","35","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1805","...142988","'11/14/2007'","BROWARD","4","Ammonia_plus_Ammonium",0.537,"mg/l",NA,NA,0.5
"1806","...142989","'11/14/2007'","BROWARD","4","Ammonia_plus_Ammonium",0.531,"mg/l",NA,NA,0.5
"1807","...142999","'11/14/2007'","BROWARD","34","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1808","...143010","'11/14/2007'","BROWARD","6","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1809","...143021","'11/14/2007'","BROWARD","3","Ammonia_plus_Ammonium",0.18,"mg/l",NA,NA,0.5
"1810","...143025","'11/14/2007'","BROWARD","33","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1811","...143040","'11/14/2007'","BROWARD","7","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1812","...143046","'11/14/2007'","BROWARD","1","Ammonia_plus_Ammonium",0.083,"mg/l",NA,NA,0.5
"1813","...143058","'11/14/2007'","BROWARD","2","Ammonia_plus_Ammonium",0.031,"mg/l",NA,NA,0.5
"1814","...143066","'11/14/2007'","BROWARD","11","Ammonia_plus_Ammonium",0.024,"mg/l",NA,NA,0.5
"1815","...143073","'11/14/2007'","BROWARD","11","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"1816","...143079","'11/14/2007'","BROWARD","12","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1817","...143091","'11/14/2007'","BROWARD","110","Ammonia_plus_Ammonium",0.118,"mg/l",NA,NA,0.5
"1818","...143097","'11/14/2007'","BROWARD","14","Ammonia_plus_Ammonium",0.382,"mg/l",NA,NA,0.5
"1819","...143110","'11/13/2007'","BROWARD","114","Ammonia_plus_Ammonium",0.379,"mg/l",NA,NA,0.5
"1820","...143122","'11/13/2007'","BROWARD","114","Ammonia_plus_Ammonium",0.367,"mg/l",NA,NA,0.5
"1821","...143129","'11/13/2007'","BROWARD","32","Ammonia_plus_Ammonium",NA,"",NA,NA,0.5
"1822","...143141","'11/13/2007'","BROWARD","29","Ammonia_plus_Ammonium",0.434,"mg/l",NA,NA,0.5
"1823","...143149","'11/13/2007'","BROWARD","23","Ammonia_plus_Ammonium",0.422,"mg/l",NA,NA,0.5
"1824","...143157","'08/22/2007'","BROWARD","89","Ammonia_plus_Ammonium",0.092,"mg/l",NA,NA,0.5
"1825","...143166","'08/22/2007'","BROWARD","8","Ammonia_plus_Ammonium",0.035,"mg/l",NA,NA,0.5
