"","X","source","datetime","site","analyte","value","units","latitude","longitude","sample_depth"
"1073","...174411","BROWARD","'08/03/2011'","27","Ammonia+Ammonium",0.025,"mg/l",NA,NA,0.5
"1074","...174414","BROWARD","'08/03/2011'","27","Ammonia+Ammonium",0.043,"mg/l",NA,NA,0.5
"1075","...174427","BROWARD","'08/03/2011'","19","Ammonia+Ammonium",0.113,"mg/l",NA,NA,0.5
"1076","...174441","BROWARD","'08/02/2011'","31","Ammonia+Ammonium",0.126,"mg/l",NA,NA,0.5
"1077","...174456","BROWARD","'08/02/2011'","32","Ammonia+Ammonium",0.23,"mg/l",NA,NA,0.5
"1078","...174466","BROWARD","'08/02/2011'","29","Ammonia+Ammonium",0.326,"mg/l",NA,NA,0.5
"1079","...174473","BROWARD","'08/02/2011'","23","Ammonia+Ammonium",0.281,"mg/l",NA,NA,0.5
"1080","...174481","BROWARD","'08/02/2011'","23","Ammonia+Ammonium",0.36,"mg/l",NA,NA,0.5
"1081","...174500","BROWARD","'08/01/2011'","111","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1082","...174502","BROWARD","'08/01/2011'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1083","...174511","BROWARD","'08/01/2011'","5","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1084","...174531","BROWARD","'08/01/2011'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1085","...174542","BROWARD","'08/01/2011'","6","Ammonia+Ammonium",0.077,"mg/l",NA,NA,0.5
"1086","...174547","BROWARD","'08/01/2011'","8","Ammonia+Ammonium",0.048,"mg/l",NA,NA,0.5
"1087","...174563","BROWARD","'08/01/2011'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1088","...174570","BROWARD","'08/01/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1089","...174587","BROWARD","'08/01/2011'","89","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"1090","...174593","BROWARD","'08/01/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1091","...174602","BROWARD","'08/01/2011'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1092","...174619","BROWARD","'08/01/2011'","4","Ammonia+Ammonium",0.141,"mg/l",NA,NA,0.5
"1093","...174626","BROWARD","'08/01/2011'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1094","...174632","BROWARD","'08/01/2011'","4","Ammonia+Ammonium",0.137,"mg/l",NA,NA,0.5
"1095","...174643","BROWARD","'08/01/2011'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1096","...174657","BROWARD","'08/01/2011'","3","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1097","...174665","BROWARD","'08/01/2011'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1098","...174685","BROWARD","'08/01/2011'","12","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"1099","...174689","BROWARD","'08/01/2011'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1100","...174704","BROWARD","'08/01/2011'","2","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"1101","...174709","BROWARD","'08/01/2011'","1","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1102","...174729","BROWARD","'08/01/2011'","14","Ammonia+Ammonium",0.075,"mg/l",NA,NA,0.5
"1103","...174731","BROWARD","'08/01/2011'","110","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1104","...174752","BROWARD","'04/13/2011'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1105","...174761","BROWARD","'04/13/2011'","20","Ammonia+Ammonium",0.057,"mg/l",NA,NA,0.5
"1106","...174773","BROWARD","'04/13/2011'","90","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1107","...174782","BROWARD","'04/13/2011'","49","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1108","...174787","BROWARD","'04/13/2011'","22","Ammonia+Ammonium",0.502,"mg/l",NA,NA,0.5
"1109","...174801","BROWARD","'04/13/2011'","90","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1110","...174818","BROWARD","'04/13/2011'","28","Ammonia+Ammonium",0.161,"mg/l",NA,NA,0.5
"1111","...174820","BROWARD","'04/13/2011'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1112","...174835","BROWARD","'04/13/2011'","19","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1113","...174841","BROWARD","'04/13/2011'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1114","...174853","BROWARD","'04/13/2011'","25","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1115","...174870","BROWARD","'04/13/2011'","15","Ammonia+Ammonium",0.035,"mg/l",NA,NA,0.5
"1116","...174879","BROWARD","'04/13/2011'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1117","...174887","BROWARD","'04/13/2011'","16","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1118","...174899","BROWARD","'04/13/2011'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1119","...174910","BROWARD","'04/13/2011'","24","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1120","...174918","BROWARD","'04/13/2011'","64","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1121","...174938","BROWARD","'04/13/2011'","26","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1122","...174940","BROWARD","'04/13/2011'","41","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1123","...174954","BROWARD","'04/13/2011'","27","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"1124","...174968","BROWARD","'04/13/2011'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1125","...174980","BROWARD","'04/13/2011'","27","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1126","...174988","BROWARD","'04/13/2011'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1127","...175002","BROWARD","'04/12/2011'","31","Ammonia+Ammonium",0.158,"mg/l",NA,NA,0.5
"1128","...175014","BROWARD","'04/12/2011'","32","Ammonia+Ammonium",0.202,"mg/l",NA,NA,0.5
"1129","...175023","BROWARD","'04/12/2011'","29","Ammonia+Ammonium",0.376,"mg/l",NA,NA,0.5
"1130","...175028","BROWARD","'04/12/2011'","23","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1131","...175040","BROWARD","'04/12/2011'","23","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1132","...175055","BROWARD","'04/11/2011'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1133","...175067","BROWARD","'04/11/2011'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1134","...175078","BROWARD","'04/11/2011'","111","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1135","...175085","BROWARD","'04/11/2011'","89","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1136","...175099","BROWARD","'04/11/2011'","112","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1137","...175104","BROWARD","'04/11/2011'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1138","...175125","BROWARD","'04/11/2011'","5","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1139","...175131","BROWARD","'04/11/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1140","...175144","BROWARD","'04/11/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1141","...175152","BROWARD","'04/11/2011'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1142","...175161","BROWARD","'04/11/2011'","4","Ammonia+Ammonium",0.037,"mg/l",NA,NA,0.5
"1143","...175170","BROWARD","'04/11/2011'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1144","...175183","BROWARD","'04/11/2011'","4","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1145","...175202","BROWARD","'04/11/2011'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1146","...175210","BROWARD","'04/11/2011'","3","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1147","...175223","BROWARD","'04/11/2011'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1148","...175229","BROWARD","'04/11/2011'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1149","...175239","BROWARD","'04/11/2011'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1150","...175256","BROWARD","'04/11/2011'","1","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1151","...175264","BROWARD","'04/11/2011'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1152","...175271","BROWARD","'04/11/2011'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1153","...175286","BROWARD","'04/11/2011'","110","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"1154","...175294","BROWARD","'04/11/2011'","14","Ammonia+Ammonium",0.243,"mg/l",NA,NA,0.5
"1155","...175305","BROWARD","'02/02/2011'","21","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1156","...175316","BROWARD","'02/02/2011'","20","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1157","...175328","BROWARD","'02/02/2011'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1158","...175337","BROWARD","'02/02/2011'","90","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1159","...175350","BROWARD","'02/02/2011'","90","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1160","...175358","BROWARD","'02/02/2011'","49","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1161","...175369","BROWARD","'02/02/2011'","22","Ammonia+Ammonium",0.54,"mg/l",NA,NA,0.5
"1162","...175382","BROWARD","'02/02/2011'","28","Ammonia+Ammonium",0.233,"mg/l",NA,NA,0.5
"1163","...175399","BROWARD","'02/02/2011'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1164","...175410","BROWARD","'02/02/2011'","15","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1165","...175417","BROWARD","'02/02/2011'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1166","...175433","BROWARD","'02/02/2011'","25","Ammonia+Ammonium",0.123,"mg/l",NA,NA,0.5
"1167","...175435","BROWARD","'02/02/2011'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1168","...175446","BROWARD","'02/02/2011'","16","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1169","...175456","BROWARD","'02/02/2011'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1170","...175469","BROWARD","'02/02/2011'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1171","...175486","BROWARD","'02/02/2011'","24","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1172","...175496","BROWARD","'02/02/2011'","64","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1173","...175505","BROWARD","'02/02/2011'","41","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1174","...175511","BROWARD","'02/02/2011'","26","Ammonia+Ammonium",0.0445,"mg/l",NA,NA,0.5
"1175","...175530","BROWARD","'02/02/2011'","27","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"1176","...175539","BROWARD","'02/02/2011'","19","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1177","...175554","BROWARD","'02/02/2011'","27","Ammonia+Ammonium",0.036,"mg/l",NA,NA,0.5
"1178","...175563","BROWARD","'02/01/2011'","31","Ammonia+Ammonium",0.198,"mg/l",NA,NA,0.5
"1179","...175576","BROWARD","'02/01/2011'","32","Ammonia+Ammonium",0.329,"mg/l",NA,NA,0.5
"1180","...175582","BROWARD","'02/01/2011'","29","Ammonia+Ammonium",0.508,"mg/l",NA,NA,0.5
"1181","...175597","BROWARD","'02/01/2011'","23","Ammonia+Ammonium",0.455,"mg/l",NA,NA,0.5
"1182","...175600","BROWARD","'02/01/2011'","23","Ammonia+Ammonium",0.394,"mg/l",NA,NA,0.5
"1183","...175612","BROWARD","'01/31/2011'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1184","...175626","BROWARD","'01/31/2011'","36","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"1185","...175637","BROWARD","'01/31/2011'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1186","...175648","BROWARD","'01/31/2011'","111","Ammonia+Ammonium",0.064,"mg/l",NA,NA,0.5
"1187","...175664","BROWARD","'01/31/2011'","112","Ammonia+Ammonium",0.043,"mg/l",NA,NA,0.5
"1188","...175667","BROWARD","'01/31/2011'","89","Ammonia+Ammonium",0.058,"mg/l",NA,NA,0.5
"1189","...175683","BROWARD","'01/31/2011'","5","Ammonia+Ammonium",0.051,"mg/l",NA,NA,0.5
"1190","...175692","BROWARD","'01/31/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1191","...175699","BROWARD","'01/31/2011'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1192","...175714","BROWARD","'01/31/2011'","4","Ammonia+Ammonium",0.471,"mg/l",NA,NA,0.5
"1193","...175725","BROWARD","'01/31/2011'","6","Ammonia+Ammonium",0.03,"mg/l",NA,NA,0.5
"1194","...175737","BROWARD","'01/31/2011'","4","Ammonia+Ammonium",0.474,"mg/l",NA,NA,0.5
"1195","...175748","BROWARD","'01/31/2011'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1196","...175756","BROWARD","'01/31/2011'","3","Ammonia+Ammonium",0.289,"mg/l",NA,NA,0.5
"1197","...175771","BROWARD","'01/31/2011'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1198","...175776","BROWARD","'01/31/2011'","33","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1199","...175786","BROWARD","'01/31/2011'","11","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1200","...175807","BROWARD","'01/31/2011'","2","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1201","...175813","BROWARD","'01/31/2011'","11","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1202","...175825","BROWARD","'01/31/2011'","1","Ammonia+Ammonium",0.07,"mg/l",NA,NA,0.5
"1203","...175837","BROWARD","'01/31/2011'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1204","...175846","BROWARD","'01/31/2011'","110","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"1205","...175857","BROWARD","'01/31/2011'","14","Ammonia+Ammonium",0.474,"mg/l",NA,NA,0.5
"1206","...175869","BROWARD","'10/27/2010'","10","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1207","...175883","BROWARD","'10/27/2010'","21","Ammonia+Ammonium",0.066,"mg/l",NA,NA,0.5
"1208","...175894","BROWARD","'10/27/2010'","20","Ammonia+Ammonium",0.074,"mg/l",NA,NA,0.5
"1209","...175899","BROWARD","'10/27/2010'","49","Ammonia+Ammonium",0.03,"mg/l",NA,NA,0.5
"1210","...175916","BROWARD","'10/27/2010'","90","Ammonia+Ammonium",0.062,"mg/l",NA,NA,0.5
"1211","...175921","BROWARD","'10/27/2010'","90","Ammonia+Ammonium",0.063,"mg/l",NA,NA,0.5
"1212","...175933","BROWARD","'10/27/2010'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1213","...175944","BROWARD","'10/27/2010'","19","Ammonia+Ammonium",0.061,"mg/l",NA,NA,0.5
"1214","...175954","BROWARD","'10/27/2010'","28","Ammonia+Ammonium",0.24,"mg/l",NA,NA,0.5
"1215","...175967","BROWARD","'10/27/2010'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1216","...175983","BROWARD","'10/27/2010'","22","Ammonia+Ammonium",0.563,"mg/l",NA,NA,0.5
"1217","...175985","BROWARD","'10/27/2010'","15","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1218","...175995","BROWARD","'10/27/2010'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1219","...176012","BROWARD","'10/27/2010'","24","Ammonia+Ammonium",0.077,"mg/l",NA,NA,0.5
"1220","...176022","BROWARD","'10/27/2010'","16","Ammonia+Ammonium",0.128,"mg/l",NA,NA,0.5
"1221","...176037","BROWARD","'10/27/2010'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1222","...176039","BROWARD","'10/27/2010'","25","Ammonia+Ammonium",0.258,"mg/l",NA,NA,0.5
"1223","...176055","BROWARD","'10/27/2010'","64","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1224","...176063","BROWARD","'10/27/2010'","41","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1225","...176082","BROWARD","'10/27/2010'","26","Ammonia+Ammonium",0.153,"mg/l",NA,NA,0.5
"1226","...176084","BROWARD","'10/27/2010'","17","Ammonia+Ammonium",0.068,"mg/l",NA,NA,0.5
"1227","...176098","BROWARD","'10/27/2010'","27","Ammonia+Ammonium",0.215,"mg/l",NA,NA,0.5
"1228","...176108","BROWARD","'10/27/2010'","27","Ammonia+Ammonium",0.212,"mg/l",NA,NA,0.5
"1229","...176125","BROWARD","'10/26/2010'","31","Ammonia+Ammonium",0.167,"mg/l",NA,NA,0.5
"1230","...176127","BROWARD","'10/26/2010'","32","Ammonia+Ammonium",0.104,"mg/l",NA,NA,0.5
"1231","...176141","BROWARD","'10/26/2010'","29","Ammonia+Ammonium",0.462,"mg/l",NA,NA,0.5
"1232","...176152","BROWARD","'10/26/2010'","23","Ammonia+Ammonium",0.226,"mg/l",NA,NA,0.5
"1233","...176163","BROWARD","'10/26/2010'","23","Ammonia+Ammonium",0.213,"mg/l",NA,NA,0.5
"1234","...176178","BROWARD","'10/25/2010'","37","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1235","...176184","BROWARD","'10/25/2010'","111","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1236","...176194","BROWARD","'10/25/2010'","8","Ammonia+Ammonium",0.045,"mg/l",NA,NA,0.5
"1237","...176213","BROWARD","'10/25/2010'","112","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1238","...176221","BROWARD","'10/25/2010'","36","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1239","...176226","BROWARD","'10/25/2010'","89","Ammonia+Ammonium",0.064,"mg/l",NA,NA,0.5
"1240","...176237","BROWARD","'10/25/2010'","5","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1241","...176255","BROWARD","'10/25/2010'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1242","...176262","BROWARD","'10/25/2010'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1243","...176278","BROWARD","'10/25/2010'","6","Ammonia+Ammonium",0.064,"mg/l",NA,NA,0.5
"1244","...176285","BROWARD","'10/25/2010'","4","Ammonia+Ammonium",0.188,"mg/l",NA,NA,0.5
"1245","...176297","BROWARD","'10/25/2010'","4","Ammonia+Ammonium",0.184,"mg/l",NA,NA,0.5
"1246","...176313","BROWARD","'10/25/2010'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1247","...176315","BROWARD","'10/25/2010'","7","Ammonia+Ammonium",0.072,"mg/l",NA,NA,0.5
"1248","...176331","BROWARD","'10/25/2010'","3","Ammonia+Ammonium",0.299,"mg/l",NA,NA,0.5
"1249","...176346","BROWARD","'10/25/2010'","33","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1250","...176352","BROWARD","'10/25/2010'","11","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1251","...176359","BROWARD","'10/25/2010'","11","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"1252","...176370","BROWARD","'10/25/2010'","2","Ammonia+Ammonium",0.14,"mg/l",NA,NA,0.5
"1253","...176388","BROWARD","'10/25/2010'","12","Ammonia+Ammonium",0.127,"mg/l",NA,NA,0.5
"1254","...176395","BROWARD","'10/25/2010'","1","Ammonia+Ammonium",0.041,"mg/l",NA,NA,0.5
"1255","...176409","BROWARD","'10/25/2010'","110","Ammonia+Ammonium",0.047,"mg/l",NA,NA,0.5
"1256","...176418","BROWARD","'10/25/2010'","14","Ammonia+Ammonium",0.348,"mg/l",NA,NA,0.5
"1257","...176426","BROWARD","'08/04/2010'","20","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1258","...176436","BROWARD","'08/04/2010'","90","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1259","...176447","BROWARD","'08/04/2010'","90","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1260","...176467","BROWARD","'08/04/2010'","19","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1261","...176470","BROWARD","'08/04/2010'","10","Ammonia+Ammonium",0.01,"mg/l",NA,NA,0.5
"1262","...176482","BROWARD","'08/04/2010'","22","Ammonia+Ammonium",0.49,"mg/l",NA,NA,0.5
"1263","...176497","BROWARD","'08/04/2010'","49","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1264","...176504","BROWARD","'08/04/2010'","28","Ammonia+Ammonium",0.381,"mg/l",NA,NA,0.5
"1265","...176515","BROWARD","'08/04/2010'","16","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1266","...176524","BROWARD","'08/04/2010'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1267","...176535","BROWARD","'08/04/2010'","15","Ammonia+Ammonium",0.012,"mg/l",NA,NA,0.5
"1268","...176550","BROWARD","'08/04/2010'","25","Ammonia+Ammonium",0.1,"mg/l",NA,NA,0.5
"1269","...176559","BROWARD","'08/04/2010'","39","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1270","...176571","BROWARD","'08/04/2010'","40","Ammonia+Ammonium",0.009,"mg/l",NA,NA,0.5
"1271","...176580","BROWARD","'08/04/2010'","24","Ammonia+Ammonium",0.093,"mg/l",NA,NA,0.5
"1272","...176594","BROWARD","'08/04/2010'","64","Ammonia+Ammonium",0.012,"mg/l",NA,NA,0.5
"1273","...176607","BROWARD","'08/04/2010'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1274","...176620","BROWARD","'08/04/2010'","26","Ammonia+Ammonium",0.192,"mg/l",NA,NA,0.5
"1275","...176631","BROWARD","'08/04/2010'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1276","...176637","BROWARD","'08/04/2010'","41","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"1277","...176654","BROWARD","'08/04/2010'","27","Ammonia+Ammonium",0.215,"mg/l",NA,NA,0.5
"1278","...176666","BROWARD","'08/04/2010'","27","Ammonia+Ammonium",0.218,"mg/l",NA,NA,0.5
"1279","...176668","BROWARD","'08/04/2010'","21","Ammonia+Ammonium",0.112,"mg/l",NA,NA,0.5
"1280","...176678","BROWARD","'08/03/2010'","31","Ammonia+Ammonium",0.162,"mg/l",NA,NA,0.5
"1281","...176690","BROWARD","'08/03/2010'","32","Ammonia+Ammonium",0.276,"mg/l",NA,NA,0.5
"1282","...176708","BROWARD","'08/03/2010'","29","Ammonia+Ammonium",0.201,"mg/l",NA,NA,0.5
"1283","...176714","BROWARD","'08/03/2010'","23","Ammonia+Ammonium",0.215,"mg/l",NA,NA,0.5
"1284","...176730","BROWARD","'08/03/2010'","23","Ammonia+Ammonium",0.204,"mg/l",NA,NA,0.5
"1285","...176737","BROWARD","'08/02/2010'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1286","...176754","BROWARD","'08/02/2010'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1287","...176764","BROWARD","'08/02/2010'","111","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1288","...176769","BROWARD","'08/02/2010'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1289","...176786","BROWARD","'08/02/2010'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1290","...176791","BROWARD","'08/02/2010'","89","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1291","...176799","BROWARD","'08/02/2010'","5","Ammonia+Ammonium",0.03,"mg/l",NA,NA,0.5
"1292","...176817","BROWARD","'08/02/2010'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1293","...176822","BROWARD","'08/02/2010'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1294","...176831","BROWARD","'08/02/2010'","4","Ammonia+Ammonium",0.313,"mg/l",NA,NA,0.5
"1295","...176839","BROWARD","'08/02/2010'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1296","...176850","BROWARD","'08/02/2010'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1297","...176864","BROWARD","'08/02/2010'","4","Ammonia+Ammonium",0.294,"mg/l",NA,NA,0.5
"1298","...176878","BROWARD","'08/02/2010'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1299","...176895","BROWARD","'08/02/2010'","3","Ammonia+Ammonium",0.105,"mg/l",NA,NA,0.5
"1300","...176899","BROWARD","'08/02/2010'","33","Ammonia+Ammonium",0.016,"mg/l",NA,NA,0.5
"1301","...176911","BROWARD","'08/02/2010'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1302","...176927","BROWARD","'08/02/2010'","1","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1303","...176940","BROWARD","'08/02/2010'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1304","...176948","BROWARD","'08/02/2010'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1305","...176958","BROWARD","'08/02/2010'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1306","...176970","BROWARD","'08/02/2010'","110","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"1307","...176976","BROWARD","'08/02/2010'","14","Ammonia+Ammonium",0.13,"mg/l",NA,NA,0.5
"1308","...176994","BROWARD","'04/29/2010'","111","Ammonia+Ammonium",0.117,"mg/l",NA,NA,0.5
"1309","...176999","BROWARD","'04/29/2010'","37","Ammonia+Ammonium",0.009,"mg/l",NA,NA,0.5
"1310","...177016","BROWARD","'04/29/2010'","89","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"1311","...177027","BROWARD","'04/29/2010'","112","Ammonia+Ammonium",0.124,"mg/l",NA,NA,0.5
"1312","...177029","BROWARD","'04/29/2010'","8","Ammonia+Ammonium",0.048,"mg/l",NA,NA,0.5
"1313","...177050","BROWARD","'04/29/2010'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1314","...177054","BROWARD","'04/29/2010'","5","Ammonia+Ammonium",0.013,"mg/l",NA,NA,0.5
"1315","...177064","BROWARD","'04/29/2010'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1316","...177074","BROWARD","'04/29/2010'","4","Ammonia+Ammonium",0.151,"mg/l",NA,NA,0.5
"1317","...177087","BROWARD","'04/29/2010'","35","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"1318","...177095","BROWARD","'04/29/2010'","4","Ammonia+Ammonium",0.147,"mg/l",NA,NA,0.5
"1319","...177106","BROWARD","'04/29/2010'","6","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1320","...177125","BROWARD","'04/29/2010'","3","Ammonia+Ammonium",0.072,"mg/l",NA,NA,0.5
"1321","...177133","BROWARD","'04/29/2010'","7","Ammonia+Ammonium",0.049,"mg/l",NA,NA,0.5
"1322","...177142","BROWARD","'04/29/2010'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1323","...177159","BROWARD","'04/29/2010'","2","Ammonia+Ammonium",0.08,"mg/l",NA,NA,0.5
"1324","...177168","BROWARD","'04/29/2010'","33","Ammonia+Ammonium",0.061,"mg/l",NA,NA,0.5
"1325","...177177","BROWARD","'04/29/2010'","11","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1326","...177192","BROWARD","'04/29/2010'","11","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
